Regex,Alfabeto,Estados de aceptación,Estados,Transiciones,Error
DJ*D+C+|F*E+|K*B+,B C D E F J K,S6 S7 S5,S0 S1 S2 S3 S4 S5 S6 S7 S8,S8 --B--> S5 | S8 --D--> S3 | S8 --E--> S7 | S8 --F--> S1 | S8 --K--> S2 | S3 --D--> S4 | S3 --J--> S0 | S0 --D--> S4 | S0 --J--> S0 | S4 --C--> S6 | S4 --D--> S4 | S6 --C--> S6 | S1 --E--> S7 | S1 --F--> S1 | S7 --E--> S7 | S2 --B--> S5 | S2 --K--> S2 | S5 --B--> S5,
F*|J*D*GB|C+,B C D F G J,S3 S6 S1 S4,S0 S1 S2 S3 S4 S5 S6,S3 --F--> S3 | S6 --C--> S4 | S6 --D--> S2 | S6 --F--> S3 | S6 --G--> S0 | S6 --J--> S5 | S5 --D--> S2 | S5 --G--> S0 | S5 --J--> S5 | S2 --D--> S2 | S2 --G--> S0 | S0 --B--> S1 | S4 --C--> S4,
[ECDF],C D E F [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --E--> S3 | S3 --C--> S4 | S4 --D--> S5 | S5 --F--> S6 | S6 --]--> S1,
HI|IH|G+A+I*H+B+,A B G H I,S2 S3 S8,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S5 --G--> S6 | S5 --H--> S0 | S5 --I--> S1 | S0 --I--> S2 | S1 --H--> S3 | S6 --A--> S9 | S6 --G--> S6 | S9 --A--> S9 | S9 --H--> S7 | S9 --I--> S4 | S4 --H--> S7 | S4 --I--> S4 | S7 --B--> S8 | S7 --H--> S7 | S8 --B--> S8,
[BKFE]*,B E F K [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --B--> S2 | S2 --K--> S3 | S3 --F--> S4 | S4 --E--> S6 | S6 --]--> S5 | S5 --]--> S5,
E|J+DKK+H*G+|B,B D E G H J K,S3 S7 S2,S0 S1 S2 S3 S4 S5 S6 S7 S8,S5 --B--> S2 | S5 --E--> S3 | S5 --J--> S6 | S6 --D--> S0 | S6 --J--> S6 | S0 --K--> S1 | S1 --K--> S8 | S8 --G--> S7 | S8 --H--> S4 | S8 --K--> S8 | S4 --G--> S7 | S4 --H--> S4 | S7 --G--> S7,
[KCJIE],C E I J K [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --K--> S3 | S3 --C--> S4 | S4 --J--> S5 | S5 --I--> S6 | S6 --E--> S7 | S7 --]--> S1,
[LICB],B C I L [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --L--> S3 | S3 --I--> S4 | S4 --C--> S5 | S5 --B--> S6 | S6 --]--> S1,
F+|G+K|B*A+|H*J*|LK*CF+F*,A B C F G H J K L,S8 S12 S4 S7 S9 S5 S11 S10,S0 S1 S10 S11 S12 S2 S3 S4 S5 S6 S7 S8 S9,S8 --F--> S8 | S12 --A--> S7 | S12 --B--> S1 | S12 --F--> S8 | S12 --G--> S3 | S12 --H--> S9 | S12 --J--> S5 | S12 --L--> S6 | S3 --G--> S3 | S3 --K--> S4 | S1 --A--> S7 | S1 --B--> S1 | S7 --A--> S7 | S9 --H--> S9 | S9 --J--> S5 | S5 --J--> S5 | S6 --C--> S0 | S6 --K--> S2 | S2 --C--> S0 | S2 --K--> S2 | S0 --F--> S10 | S11 --F--> S11 | S10 --F--> S11,
I+E+JD*DBG+,B D E G I J,S2,S0 S1 S2 S3 S4 S5 S6,S0 --I--> S3 | S3 --E--> S4 | S3 --I--> S3 | S4 --E--> S4 | S4 --J--> S5 | S5 --D--> S6 | S6 --B--> S1 | S6 --D--> S6 | S1 --G--> S2 | S2 --G--> S2,
[GKJLAI]+,A G I J K L [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --G--> S2 | S2 --K--> S3 | S3 --J--> S4 | S4 --L--> S5 | S5 --A--> S6 | S6 --I--> S7 | S7 --]--> S8 | S8 --]--> S8,
[BDIHLE]+,B D E H I L [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --B--> S2 | S2 --D--> S3 | S3 --I--> S4 | S4 --H--> S5 | S5 --L--> S6 | S6 --E--> S7 | S7 --]--> S8 | S8 --]--> S8,
[BHEDK],B D E H K [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --B--> S3 | S3 --H--> S4 | S4 --E--> S5 | S5 --D--> S6 | S6 --K--> S7 | S7 --]--> S1,
G*D*D*|CB*,B C D G,S3 S4 S2 S1 S0,S0 S1 S2 S3 S4,S3 --D--> S2 | S3 --G--> S3 | S4 --C--> S1 | S4 --D--> S2 | S4 --G--> S3 | S2 --D--> S2 | S1 --B--> S0 | S0 --B--> S0,
[IHG]*,G H I [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --I--> S2 | S2 --H--> S3 | S3 --G--> S5 | S5 --]--> S4 | S4 --]--> S4,
B*B*|L*K|JK*,B J K L,S4 S5 S0 S3 S2,S0 S1 S2 S3 S4 S5,S4 --B--> S4 | S5 --B--> S4 | S5 --J--> S3 | S5 --K--> S0 | S5 --L--> S1 | S1 --K--> S0 | S1 --L--> S1 | S3 --K--> S2 | S2 --K--> S2,
H*K+|B*B+BE*C+D*H,B C D E H K,S4 S0,S0 S1 S2 S3 S4 S5 S6 S7 S8,S1 --H--> S1 | S1 --K--> S4 | S7 --B--> S5 | S7 --H--> S1 | S7 --K--> S4 | S4 --K--> S4 | S5 --B--> S8 | S8 --B--> S8 | S8 --C--> S6 | S8 --E--> S2 | S2 --C--> S6 | S2 --E--> S2 | S6 --C--> S6 | S6 --D--> S3 | S6 --H--> S0 | S3 --D--> S3 | S3 --H--> S0,
[CADGK],A C D G K [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --C--> S3 | S3 --A--> S4 | S4 --D--> S5 | S5 --G--> S6 | S6 --K--> S7 | S7 --]--> S1,
[KEBGF]+,B E F G K [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --K--> S2 | S2 --E--> S3 | S3 --B--> S4 | S4 --G--> S5 | S5 --F--> S6 | S6 --]--> S7 | S7 --]--> S7,
[KJGIE]+,E G I J K [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --K--> S2 | S2 --J--> S3 | S3 --G--> S4 | S4 --I--> S5 | S5 --E--> S6 | S6 --]--> S7 | S7 --]--> S7,
[EBGFHI]*,B E F G H I [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --E--> S2 | S2 --B--> S3 | S3 --G--> S4 | S4 --F--> S5 | S5 --H--> S6 | S6 --I--> S8 | S8 --]--> S7 | S7 --]--> S7,
A+|D*K*C+|L+EK*,A C D E K L,S4 S5 S3 S1,S0 S1 S2 S3 S4 S5 S6 S7,S4 --A--> S4 | S7 --A--> S4 | S7 --C--> S5 | S7 --D--> S6 | S7 --K--> S0 | S7 --L--> S2 | S6 --C--> S5 | S6 --D--> S6 | S6 --K--> S0 | S0 --C--> S5 | S0 --K--> S0 | S5 --C--> S5 | S2 --E--> S3 | S2 --L--> S2 | S3 --K--> S1 | S1 --K--> S1,
[LJC]+,C J L [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --L--> S2 | S2 --J--> S3 | S3 --C--> S4 | S4 --]--> S5 | S5 --]--> S5,
IKJ+F+D+B+|L*DJ,B D F I J K L,S8 S3,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S9 --D--> S2 | S9 --I--> S0 | S9 --L--> S4 | S0 --K--> S1 | S1 --J--> S5 | S5 --F--> S6 | S5 --J--> S5 | S6 --D--> S7 | S6 --F--> S6 | S7 --B--> S8 | S7 --D--> S7 | S8 --B--> S8 | S4 --D--> S2 | S4 --L--> S4 | S2 --J--> S3,
LJ*|L*J*E,E J L,S5 S3 S0,S0 S1 S2 S3 S4 S5,S4 --E--> S0 | S4 --J--> S1 | S4 --L--> S5 | S5 --E--> S0 | S5 --J--> S3 | S5 --L--> S2 | S3 --E--> S0 | S3 --J--> S3 | S2 --E--> S0 | S2 --J--> S1 | S2 --L--> S2 | S1 --E--> S0 | S1 --J--> S1,
[BCDAK]*,A B C D K [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --B--> S2 | S2 --C--> S3 | S3 --D--> S4 | S4 --A--> S5 | S5 --K--> S7 | S7 --]--> S6 | S6 --]--> S6,
[DGLBIH],B D G H I L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --D--> S3 | S3 --G--> S4 | S4 --L--> S5 | S5 --B--> S6 | S6 --I--> S7 | S7 --H--> S8 | S8 --]--> S1,
JKKH*H,H J K,S4,S0 S1 S2 S3 S4,S0 --J--> S1 | S1 --K--> S2 | S2 --K--> S3 | S3 --H--> S4 | S4 --H--> S4,
[BHGDEI]+,B D E G H I [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --B--> S2 | S2 --H--> S3 | S3 --G--> S4 | S4 --D--> S5 | S5 --E--> S6 | S6 --I--> S7 | S7 --]--> S8 | S8 --]--> S8,
[GEIK],E G I K [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --G--> S3 | S3 --E--> S4 | S4 --I--> S5 | S5 --K--> S6 | S6 --]--> S1,
[HLG]*,G H L [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --H--> S2 | S2 --L--> S3 | S3 --G--> S5 | S5 --]--> S4 | S4 --]--> S4,
[BADH]*,A B D H [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --B--> S2 | S2 --A--> S3 | S3 --D--> S4 | S4 --H--> S6 | S6 --]--> S5 | S5 --]--> S5,
[AFGK]+,A F G K [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --A--> S2 | S2 --F--> S3 | S3 --G--> S4 | S4 --K--> S5 | S5 --]--> S6 | S6 --]--> S6,
D*G|E*C*L+D+J,C D E G J L,S0 S1,S0 S1 S2 S3 S4 S5 S6 S7,S2 --D--> S2 | S2 --G--> S0 | S7 --C--> S3 | S7 --D--> S2 | S7 --E--> S6 | S7 --G--> S0 | S7 --L--> S4 | S6 --C--> S3 | S6 --E--> S6 | S6 --L--> S4 | S3 --C--> S3 | S3 --L--> S4 | S4 --D--> S5 | S4 --L--> S4 | S5 --D--> S5 | S5 --J--> S1,
DA*G*|D+I+|H*I+,A D G H I,S7 S6 S1 S4 S3,S0 S1 S2 S3 S4 S5 S6 S7,S5 --D--> S7 | S5 --H--> S0 | S5 --I--> S3 | S7 --A--> S6 | S7 --D--> S2 | S7 --G--> S1 | S7 --I--> S4 | S6 --A--> S6 | S6 --G--> S1 | S1 --G--> S1 | S2 --D--> S2 | S2 --I--> S4 | S4 --I--> S4 | S0 --H--> S0 | S0 --I--> S3 | S3 --I--> S3,
[LBFGAE]+,A B E F G L [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --L--> S2 | S2 --B--> S3 | S3 --F--> S4 | S4 --G--> S5 | S5 --A--> S6 | S6 --E--> S7 | S7 --]--> S8 | S8 --]--> S8,
C*|G*EA+F*K+|D+A*|K*G*,A C D E F G K,S4 S10 S7 S5 S9 S3 S6 S2,S0 S1 S10 S2 S3 S4 S5 S6 S7 S8 S9,S4 --C--> S4 | S10 --C--> S4 | S10 --D--> S9 | S10 --E--> S0 | S10 --G--> S7 | S10 --K--> S6 | S7 --E--> S0 | S7 --G--> S7 | S0 --A--> S8 | S8 --A--> S8 | S8 --F--> S1 | S8 --K--> S5 | S1 --F--> S1 | S1 --K--> S5 | S5 --K--> S5 | S9 --A--> S3 | S9 --D--> S9 | S3 --A--> S3 | S6 --G--> S2 | S6 --K--> S6 | S2 --G--> S2,
[KDA]*,A D K [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --K--> S2 | S2 --D--> S3 | S3 --A--> S5 | S5 --]--> S4 | S4 --]--> S4,
[DLHGKE],D E G H K L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --D--> S3 | S3 --L--> S4 | S4 --H--> S5 | S5 --G--> S6 | S6 --K--> S7 | S7 --E--> S8 | S8 --]--> S1,
J*|B+G+K*G*K|J*G+F*,B F G J K,S5 S8 S6 S0 S4 S2,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S5 --G--> S4 | S5 --J--> S5 | S8 --B--> S3 | S8 --G--> S4 | S8 --J--> S5 | S3 --B--> S3 | S3 --G--> S7 | S9 --G--> S9 | S9 --K--> S6 | S7 --G--> S9 | S7 --K--> S6 | S6 --G--> S1 | S6 --K--> S6 | S1 --G--> S1 | S1 --K--> S0 | S4 --F--> S2 | S4 --G--> S4 | S2 --F--> S2,
[FKJDBH],B D F H J K [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --F--> S3 | S3 --K--> S4 | S4 --J--> S5 | S5 --D--> S6 | S6 --B--> S7 | S7 --H--> S8 | S8 --]--> S1,
AGF*G|D+,A D F G,S1 S5,S0 S1 S2 S3 S4 S5,S2 --A--> S0 | S2 --D--> S5 | S0 --G--> S4 | S4 --F--> S3 | S4 --G--> S1 | S3 --F--> S3 | S3 --G--> S1 | S5 --D--> S5,
[EBG],B E G [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --E--> S3 | S3 --B--> S4 | S4 --G--> S5 | S5 --]--> S1,
[CKAJ]+,A C J K [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --C--> S2 | S2 --K--> S3 | S3 --A--> S4 | S4 --J--> S5 | S5 --]--> S6 | S6 --]--> S6,
[DGL]+,D G L [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --D--> S2 | S2 --G--> S3 | S3 --L--> S4 | S4 --]--> S5 | S5 --]--> S5,
B*H*IA*C,A B C H I,S0,S0 S1 S2 S3 S4 S5,S4 --B--> S4 | S4 --H--> S1 | S4 --I--> S3 | S5 --B--> S4 | S5 --H--> S1 | S5 --I--> S3 | S1 --H--> S1 | S1 --I--> S3 | S3 --A--> S2 | S3 --C--> S0 | S2 --A--> S2 | S2 --C--> S0,
GK*A*|K,A G K,S4 S3 S2 S0,S0 S1 S2 S3 S4,S1 --G--> S4 | S1 --K--> S0 | S4 --A--> S2 | S4 --K--> S3 | S3 --A--> S2 | S3 --K--> S3 | S2 --A--> S2,
[IDALKH]+,A D H I K L [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --I--> S2 | S2 --D--> S3 | S3 --A--> S4 | S4 --L--> S5 | S5 --K--> S6 | S6 --H--> S7 | S7 --]--> S8 | S8 --]--> S8,
[GDFBIE]*,B D E F G I [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --G--> S2 | S2 --D--> S3 | S3 --F--> S4 | S4 --B--> S5 | S5 --I--> S6 | S6 --E--> S8 | S8 --]--> S7 | S7 --]--> S7,
[KGLD]+,D G K L [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --K--> S2 | S2 --G--> S3 | S3 --L--> S4 | S4 --D--> S5 | S5 --]--> S6 | S6 --]--> S6,
BK+K*|B*,B K,S1 S2 S4 S3 S0,S0 S1 S2 S3 S4,S1 --B--> S2 | S2 --B--> S0 | S2 --K--> S3 | S4 --K--> S4 | S3 --K--> S4 | S0 --B--> S0,
[HBKDJ]+,B D H J K [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --H--> S2 | S2 --B--> S3 | S3 --K--> S4 | S4 --D--> S5 | S5 --J--> S6 | S6 --]--> S7 | S7 --]--> S7,
[FEBKGD]*,B D E F G K [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --F--> S2 | S2 --E--> S3 | S3 --B--> S4 | S4 --K--> S5 | S5 --G--> S6 | S6 --D--> S8 | S8 --]--> S7 | S7 --]--> S7,
[DIE]+,D E I [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --D--> S2 | S2 --I--> S3 | S3 --E--> S4 | S4 --]--> S5 | S5 --]--> S5,
G|EIE|B+B*D+|BJ*,B D E G I J,S2 S3 S8 S5 S4,S0 S1 S2 S3 S4 S5 S6 S7 S8,S6 --B--> S8 | S6 --E--> S0 | S6 --G--> S2 | S0 --I--> S1 | S1 --E--> S3 | S7 --B--> S7 | S7 --D--> S5 | S8 --B--> S7 | S8 --D--> S5 | S8 --J--> S4 | S5 --D--> S5 | S4 --J--> S4,
[CBAHD]*,A B C D H [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --C--> S2 | S2 --B--> S3 | S3 --A--> S4 | S4 --H--> S5 | S5 --D--> S7 | S7 --]--> S6 | S6 --]--> S6,
[JEF]*,E F J [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --J--> S2 | S2 --E--> S3 | S3 --F--> S5 | S5 --]--> S4 | S4 --]--> S4,
H+|G+KD|C+I+|I*,C D G H I K,S6 S7 S1 S5 S2,S0 S1 S2 S3 S4 S5 S6 S7,S6 --H--> S6 | S7 --C--> S4 | S7 --G--> S3 | S7 --H--> S6 | S7 --I--> S2 | S3 --G--> S3 | S3 --K--> S0 | S0 --D--> S1 | S4 --C--> S4 | S4 --I--> S5 | S5 --I--> S5 | S2 --I--> S2,
[DHBC]+,B C D H [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --D--> S2 | S2 --H--> S3 | S3 --B--> S4 | S4 --C--> S5 | S5 --]--> S6 | S6 --]--> S6,
[FJCAKL],A C F J K L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --F--> S3 | S3 --J--> S4 | S4 --C--> S5 | S5 --A--> S6 | S6 --K--> S7 | S7 --L--> S8 | S8 --]--> S1,
J|A*IB+|D+K+J+,A B D I J K,S1 S6 S5,S0 S1 S2 S3 S4 S5 S6 S7,S7 --A--> S2 | S7 --D--> S3 | S7 --I--> S0 | S7 --J--> S1 | S2 --A--> S2 | S2 --I--> S0 | S0 --B--> S6 | S6 --B--> S6 | S3 --D--> S3 | S3 --K--> S4 | S4 --J--> S5 | S4 --K--> S4 | S5 --J--> S5,
[BFICHK]+,B C F H I K [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --B--> S2 | S2 --F--> S3 | S3 --I--> S4 | S4 --C--> S5 | S5 --H--> S6 | S6 --K--> S7 | S7 --]--> S8 | S8 --]--> S8,
E|B*D+CB*|E+C*,B C D E,S7 S4 S3 S6 S1,S0 S1 S2 S3 S4 S5 S6 S7,S5 --B--> S0 | S5 --D--> S2 | S5 --E--> S7 | S7 --C--> S1 | S7 --E--> S6 | S0 --B--> S0 | S0 --D--> S2 | S2 --C--> S4 | S2 --D--> S2 | S4 --B--> S3 | S3 --B--> S3 | S6 --C--> S1 | S6 --E--> S6 | S1 --C--> S1,
ID+L+E+E+G*C+,C D E G I L,S3,S0 S1 S2 S3 S4 S5 S6 S7,S0 --I--> S1 | S1 --D--> S4 | S4 --D--> S4 | S4 --L--> S5 | S5 --E--> S6 | S5 --L--> S5 | S6 --E--> S7 | S7 --C--> S3 | S7 --E--> S7 | S7 --G--> S2 | S2 --C--> S3 | S2 --G--> S2 | S3 --C--> S3,
KI+D+I+|A+F+,A D F I K,S4 S6,S0 S1 S2 S3 S4 S5 S6,S1 --A--> S5 | S1 --K--> S0 | S0 --I--> S2 | S2 --D--> S3 | S2 --I--> S2 | S3 --D--> S3 | S3 --I--> S4 | S4 --I--> S4 | S5 --A--> S5 | S5 --F--> S6 | S6 --F--> S6,
K*L*G+LC*E+J*|G*A+,A C E G J K L,S7 S2 S5,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S6 --G--> S3 | S6 --K--> S6 | S6 --L--> S0 | S9 --A--> S5 | S9 --G--> S8 | S9 --K--> S6 | S9 --L--> S0 | S0 --G--> S3 | S0 --L--> S0 | S3 --G--> S3 | S3 --L--> S4 | S8 --A--> S5 | S8 --G--> S8 | S8 --L--> S4 | S4 --C--> S1 | S4 --E--> S7 | S1 --C--> S1 | S1 --E--> S7 | S7 --E--> S7 | S7 --J--> S2 | S2 --J--> S2 | S5 --A--> S5,
[ILD],D I L [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --I--> S3 | S3 --L--> S4 | S4 --D--> S5 | S5 --]--> S1,
[LKCJ]*,C J K L [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --L--> S2 | S2 --K--> S3 | S3 --C--> S4 | S4 --J--> S6 | S6 --]--> S5 | S5 --]--> S5,
[JLF]*,F J L [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --J--> S2 | S2 --L--> S3 | S3 --F--> S5 | S5 --]--> S4 | S4 --]--> S4,
H+CB+EJL*|J*,B C E H J L,S7 S6 S2 S3,S0 S1 S2 S3 S4 S5 S6 S7,S4 --C--> S0 | S4 --H--> S4 | S7 --H--> S4 | S7 --J--> S3 | S0 --B--> S5 | S5 --B--> S5 | S5 --E--> S1 | S1 --J--> S6 | S6 --L--> S2 | S2 --L--> S2 | S3 --J--> S3,
[FDHB]+,B D F H [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --F--> S2 | S2 --D--> S3 | S3 --H--> S4 | S4 --B--> S5 | S5 --]--> S6 | S6 --]--> S6,
[AED]*,A D E [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --A--> S2 | S2 --E--> S3 | S3 --D--> S5 | S5 --]--> S4 | S4 --]--> S4,
D*H+KL*|C+D,C D H K L,S4 S2 S0,S0 S1 S2 S3 S4 S5 S6,S1 --D--> S1 | S1 --H--> S3 | S6 --C--> S5 | S6 --D--> S1 | S6 --H--> S3 | S3 --H--> S3 | S3 --K--> S4 | S4 --L--> S2 | S2 --L--> S2 | S5 --C--> S5 | S5 --D--> S0,
[LIDE]+,D E I L [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --L--> S2 | S2 --I--> S3 | S3 --D--> S4 | S4 --E--> S5 | S5 --]--> S6 | S6 --]--> S6,
[KLD],D K L [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --K--> S3 | S3 --L--> S4 | S4 --D--> S5 | S5 --]--> S1,
[CKEB],B C E K [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --C--> S3 | S3 --K--> S4 | S4 --E--> S5 | S5 --B--> S6 | S6 --]--> S1,
EI+|B*BG+|C*,B C E G I,S5 S2 S4 S1,S0 S1 S2 S3 S4 S5,S5 --B--> S3 | S5 --C--> S1 | S5 --E--> S0 | S0 --I--> S2 | S2 --I--> S2 | S3 --B--> S3 | S3 --G--> S4 | S4 --G--> S4 | S1 --C--> S1,
H|IE*F,E F H I,S0 S1,S0 S1 S2 S3 S4,S2 --H--> S0 | S2 --I--> S4 | S4 --E--> S3 | S4 --F--> S1 | S3 --E--> S3 | S3 --F--> S1,
L*|H*K+F|J*H,F H J K L,S4 S7 S6 S1 S0,S0 S1 S2 S3 S4 S5 S6 S7,S4 --L--> S4 | S7 --H--> S6 | S7 --J--> S3 | S7 --K--> S5 | S7 --L--> S4 | S2 --H--> S2 | S2 --K--> S5 | S6 --H--> S2 | S6 --K--> S5 | S5 --F--> S1 | S5 --K--> S5 | S3 --H--> S0 | S3 --J--> S3,
E+|LIF*A+D+,A D E F I L,S3 S6,S0 S1 S2 S3 S4 S5 S6,S3 --E--> S3 | S1 --E--> S3 | S1 --L--> S0 | S0 --I--> S4 | S4 --A--> S5 | S4 --F--> S2 | S2 --A--> S5 | S2 --F--> S2 | S5 --A--> S5 | S5 --D--> S6 | S6 --D--> S6,
LB|H*A*H|G,A B G H L,S2 S5 S3 S1,S0 S1 S2 S3 S4 S5 S6,S6 --A--> S4 | S6 --G--> S1 | S6 --H--> S5 | S6 --L--> S0 | S0 --B--> S2 | S5 --A--> S4 | S5 --H--> S5 | S4 --A--> S4 | S4 --H--> S3,
L+I*FAB|D+C+|JI*,A B C D F I J L,S2 S8 S7 S4,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S9 --F--> S0 | S9 --I--> S3 | S9 --L--> S9 | S5 --D--> S6 | S5 --J--> S7 | S5 --L--> S9 | S3 --F--> S0 | S3 --I--> S3 | S0 --A--> S1 | S1 --B--> S2 | S6 --C--> S8 | S6 --D--> S6 | S8 --C--> S8 | S7 --I--> S4 | S4 --I--> S4,
[BEA]*,A B E [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --B--> S2 | S2 --E--> S3 | S3 --A--> S5 | S5 --]--> S4 | S4 --]--> S4,
D|A*EK+|C+D,A C D E K,S2 S5 S1,S0 S1 S2 S3 S4 S5 S6,S6 --A--> S3 | S6 --C--> S4 | S6 --D--> S2 | S6 --E--> S0 | S3 --A--> S3 | S3 --E--> S0 | S0 --K--> S5 | S5 --K--> S5 | S4 --C--> S4 | S4 --D--> S1,
[IFGKD],D F G I K [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --I--> S3 | S3 --F--> S4 | S4 --G--> S5 | S5 --K--> S6 | S6 --D--> S7 | S7 --]--> S1,
G*|BGA*,A B G,S1 S4 S3 S2,S0 S1 S2 S3 S4,S1 --G--> S1 | S4 --B--> S0 | S4 --G--> S1 | S0 --G--> S3 | S3 --A--> S2 | S2 --A--> S2,
[FJE]*,E F J [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --F--> S2 | S2 --J--> S3 | S3 --E--> S5 | S5 --]--> S4 | S4 --]--> S4,
[JFEC],C E F J [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --J--> S3 | S3 --F--> S4 | S4 --E--> S5 | S5 --C--> S6 | S6 --]--> S1,
[FCHDI]+,C D F H I [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --F--> S2 | S2 --C--> S3 | S3 --H--> S4 | S4 --D--> S5 | S5 --I--> S6 | S6 --]--> S7 | S7 --]--> S7,
[GDF],D F G [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --G--> S3 | S3 --D--> S4 | S4 --F--> S5 | S5 --]--> S1,
F|J*F*H*|KD,D F H J K,S6 S4 S5 S3 S2 S1,S0 S1 S2 S3 S4 S5 S6,S6 --F--> S4 | S6 --H--> S2 | S6 --J--> S5 | S6 --K--> S0 | S4 --F--> S3 | S4 --H--> S2 | S5 --F--> S3 | S5 --H--> S2 | S5 --J--> S5 | S3 --F--> S3 | S3 --H--> S2 | S2 --H--> S2 | S0 --D--> S1,
[HIBKF]+,B F H I K [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --H--> S2 | S2 --I--> S3 | S3 --B--> S4 | S4 --K--> S5 | S5 --F--> S6 | S6 --]--> S7 | S7 --]--> S7,
