Regex,Alfabeto,Estados de aceptación,Estados,Transiciones,Error
HI+J+K|C*G,C G H I J K,S1 S2,S0 S1 S2 S3 S4 S5 S6,S6 --C--> S3 | S6 --G--> S2 | S6 --H--> S0 | S0 --I--> S4 | S4 --I--> S4 | S4 --J--> S5 | S5 --J--> S5 | S5 --K--> S1 | S3 --C--> S3 | S3 --G--> S2,
E*E|D*F*|J*C|C*G*H|C*,C D E F G H J,S5 S9 S6 S4 S8 S2 S7 S0,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S5 --E--> S5 | S9 --C--> S8 | S9 --D--> S6 | S9 --E--> S5 | S9 --F--> S4 | S9 --G--> S3 | S9 --H--> S0 | S9 --J--> S1 | S6 --D--> S6 | S6 --F--> S4 | S4 --F--> S4 | S1 --C--> S2 | S1 --J--> S1 | S8 --C--> S7 | S8 --G--> S3 | S8 --H--> S0 | S7 --C--> S7 | S7 --G--> S3 | S7 --H--> S0 | S3 --G--> S3 | S3 --H--> S0,
((E*G)C*|H+G+H+KF|H)|(E+),C E F G H K,S8 S6 S5 S7 S1,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S8 --E--> S8 | S8 --G--> S6 | S9 --E--> S8 | S9 --G--> S6 | S9 --H--> S7 | S6 --C--> S5 | S5 --C--> S5 | S2 --G--> S3 | S2 --H--> S2 | S7 --G--> S3 | S7 --H--> S2 | S3 --G--> S3 | S3 --H--> S4 | S4 --H--> S4 | S4 --K--> S0 | S0 --F--> S1,
(J+I+|D+E*H*|HK+D+)|(L),D E H I J K L,S7 S9 S8 S4 S5 S1,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S2 --I--> S7 | S2 --J--> S2 | S6 --D--> S9 | S6 --H--> S0 | S6 --J--> S2 | S6 --L--> S1 | S7 --I--> S7 | S9 --D--> S9 | S9 --E--> S8 | S9 --H--> S4 | S8 --E--> S8 | S8 --H--> S4 | S4 --H--> S4 | S0 --K--> S3 | S3 --D--> S5 | S3 --K--> S3 | S5 --D--> S5,
(IHI+)L|FI+|G*,F G H I L,S7 S3 S6 S4,S0 S1 S2 S3 S4 S5 S6 S7,S7 --F--> S2 | S7 --G--> S4 | S7 --I--> S0 | S0 --H--> S1 | S1 --I--> S5 | S5 --I--> S5 | S5 --L--> S3 | S2 --I--> S6 | S6 --I--> S6 | S4 --G--> S4,
(E*|C+L*FC+)AC*,A C E F L,S3 S1,S0 S1 S2 S3 S4 S5 S6 S7,S4 --A--> S3 | S4 --E--> S4 | S6 --A--> S3 | S6 --C--> S7 | S6 --E--> S4 | S7 --C--> S7 | S7 --F--> S0 | S7 --L--> S2 | S2 --F--> S0 | S2 --L--> S2 | S0 --C--> S5 | S5 --A--> S3 | S5 --C--> S5 | S3 --C--> S1 | S1 --C--> S1,
((F*HF+|F+I*)A+)|(K+),A F H I K,S2 S3,S0 S1 S2 S3 S4 S5 S6,S6 --A--> S2 | S6 --F--> S6 | S6 --H--> S0 | S6 --I--> S1 | S5 --F--> S6 | S5 --H--> S0 | S5 --K--> S3 | S0 --F--> S4 | S4 --A--> S2 | S4 --F--> S4 | S1 --A--> S2 | S1 --I--> S1 | S2 --A--> S2 | S3 --K--> S3,
(K+E+D|HD)|(E*),D E H K,S6 S1 S2 S3,S0 S1 S2 S3 S4 S5 S6,S4 --E--> S5 | S4 --K--> S4 | S6 --E--> S3 | S6 --H--> S0 | S6 --K--> S4 | S5 --D--> S1 | S5 --E--> S5 | S0 --D--> S2 | S3 --E--> S3,
((J*I+)F+)|(L),F I J L,S3 S0,S0 S1 S2 S3 S4,S1 --I--> S2 | S1 --J--> S1 | S4 --I--> S2 | S4 --J--> S1 | S4 --L--> S0 | S2 --F--> S3 | S2 --I--> S2 | S3 --F--> S3,
(K*)B*|EB+|E*,B E K,S4 S5 S1 S2 S3 S0,S0 S1 S2 S3 S4 S5,S4 --B--> S1 | S4 --K--> S4 | S5 --B--> S1 | S5 --E--> S2 | S5 --K--> S4 | S1 --B--> S1 | S2 --B--> S3 | S2 --E--> S0 | S3 --B--> S3 | S0 --E--> S0,
((B+|K+C+F*D|C)G*HF+B|E+)|(I),B C D E F G H I K,S2 S8 S1,S0 S1 S10 S11 S12 S2 S3 S4 S5 S6 S7 S8 S9,S12 --B--> S12 | S12 --G--> S4 | S12 --H--> S0 | S11 --B--> S12 | S11 --C--> S7 | S11 --E--> S8 | S11 --I--> S1 | S11 --K--> S5 | S5 --C--> S10 | S5 --K--> S5 | S10 --C--> S10 | S10 --D--> S9 | S10 --F--> S3 | S3 --D--> S9 | S3 --F--> S3 | S9 --G--> S4 | S9 --H--> S0 | S7 --G--> S4 | S7 --H--> S0 | S4 --G--> S4 | S4 --H--> S0 | S0 --F--> S6 | S6 --B--> S2 | S6 --F--> S6 | S8 --E--> S8,
(L+|B+E|LI*)|(B+),B E I L,S5 S2 S4 S0 S1,S0 S1 S2 S3 S4 S5,S5 --I--> S1 | S5 --L--> S2 | S2 --L--> S2 | S3 --B--> S4 | S3 --L--> S5 | S4 --B--> S4 | S4 --E--> S0 | S1 --I--> S1,
(F+CI+L*F),C F I L,S1,S0 S1 S2 S3 S4 S5,S0 --F--> S4 | S4 --C--> S2 | S4 --F--> S4 | S2 --I--> S5 | S5 --F--> S1 | S5 --I--> S5 | S5 --L--> S3 | S3 --F--> S1 | S3 --L--> S3,
(L+)J+|GG*|J+D|K+F+|HL+L,D F G H J K L,S9 S10 S7 S1 S6 S8,S0 S1 S10 S11 S2 S3 S4 S5 S6 S7 S8 S9,S2 --J--> S9 | S2 --L--> S2 | S11 --G--> S10 | S11 --H--> S0 | S11 --J--> S3 | S11 --K--> S4 | S11 --L--> S2 | S9 --J--> S9 | S10 --G--> S7 | S7 --G--> S7 | S3 --D--> S1 | S3 --J--> S3 | S4 --F--> S6 | S4 --K--> S4 | S6 --F--> S6 | S0 --L--> S5 | S5 --L--> S8 | S8 --L--> S8,
((E+F*D+AI*|H+)E)J*D+|K,A D E F H I J K,S7 S0,S0 S1 S10 S2 S3 S4 S5 S6 S7 S8 S9,S10 --D--> S4 | S10 --E--> S10 | S10 --F--> S1 | S3 --E--> S10 | S3 --H--> S9 | S3 --K--> S0 | S1 --D--> S4 | S1 --F--> S1 | S4 --A--> S8 | S4 --D--> S4 | S8 --E--> S6 | S8 --I--> S5 | S5 --E--> S6 | S5 --I--> S5 | S9 --E--> S6 | S9 --H--> S9 | S6 --D--> S7 | S6 --J--> S2 | S2 --D--> S7 | S2 --J--> S2 | S7 --D--> S7,
(C)DH|I,C D H I,S2 S3,S0 S1 S2 S3 S4,S4 --C--> S0 | S4 --I--> S3 | S0 --D--> S1 | S1 --H--> S2,
(((L*)F*|E+E*L*)C*|KL*)|(E+),C E F K L,S5 S6 S3 S8 S7 S4 S0 S2 S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S5 --C--> S0 | S5 --F--> S3 | S5 --L--> S5 | S6 --C--> S0 | S6 --E--> S7 | S6 --F--> S3 | S6 --K--> S2 | S6 --L--> S5 | S3 --C--> S0 | S3 --F--> S3 | S8 --C--> S0 | S8 --E--> S8 | S8 --L--> S4 | S7 --C--> S0 | S7 --E--> S8 | S7 --L--> S4 | S4 --C--> S0 | S4 --L--> S4 | S0 --C--> S0 | S2 --L--> S1 | S1 --L--> S1,
((((J*G)K*)G*I*D*)A*)C*,A C D G I J K,S8 S7 S6 S5 S4 S3 S0,S0 S1 S2 S3 S4 S5 S6 S7 S8,S1 --G--> S8 | S1 --J--> S1 | S2 --G--> S8 | S2 --J--> S1 | S8 --A--> S3 | S8 --C--> S0 | S8 --D--> S4 | S8 --G--> S6 | S8 --I--> S5 | S8 --K--> S7 | S7 --A--> S3 | S7 --C--> S0 | S7 --D--> S4 | S7 --G--> S6 | S7 --I--> S5 | S7 --K--> S7 | S6 --A--> S3 | S6 --C--> S0 | S6 --D--> S4 | S6 --G--> S6 | S6 --I--> S5 | S5 --A--> S3 | S5 --C--> S0 | S5 --D--> S4 | S5 --I--> S5 | S4 --A--> S3 | S4 --C--> S0 | S4 --D--> S4 | S3 --A--> S3 | S3 --C--> S0 | S0 --C--> S0,
(((L)B+D*BG*H*|F+)F|I),B D F G H I L,S9 S1 S2,S0 S1 S10 S11 S2 S3 S4 S5 S6 S7 S8 S9,S4 --F--> S6 | S4 --I--> S2 | S4 --L--> S0 | S0 --B--> S7 | S7 --B--> S11 | S7 --D--> S3 | S11 --B--> S11 | S11 --D--> S3 | S11 --F--> S1 | S11 --G--> S8 | S11 --H--> S5 | S3 --B--> S10 | S3 --D--> S3 | S10 --F--> S1 | S10 --G--> S8 | S10 --H--> S5 | S8 --F--> S1 | S8 --G--> S8 | S8 --H--> S5 | S5 --F--> S1 | S5 --H--> S5 | S6 --F--> S9 | S9 --F--> S9,
F+|CH*H*E,C E F H,S2 S0,S0 S1 S2 S3 S4,S2 --F--> S2 | S1 --C--> S3 | S1 --F--> S2 | S3 --E--> S0 | S3 --H--> S4 | S4 --E--> S0 | S4 --H--> S4,
(H|K*G*)F*D+,D F G H K,S1,S0 S1 S2 S3 S4 S5,S5 --D--> S1 | S5 --F--> S0 | S5 --G--> S3 | S5 --H--> S2 | S5 --K--> S4 | S2 --D--> S1 | S2 --F--> S0 | S4 --D--> S1 | S4 --F--> S0 | S4 --G--> S3 | S4 --K--> S4 | S3 --D--> S1 | S3 --F--> S0 | S3 --G--> S3 | S0 --D--> S1 | S0 --F--> S0 | S1 --D--> S1,
(H|D+G+|J+I*|J+)|(G+),D G H I J,S0 S4 S6 S3 S2,S0 S1 S2 S3 S4 S5 S6,S5 --D--> S1 | S5 --G--> S2 | S5 --H--> S0 | S5 --J--> S6 | S1 --D--> S1 | S1 --G--> S4 | S4 --G--> S4 | S6 --I--> S3 | S6 --J--> S6 | S3 --I--> S3 | S2 --G--> S2,
(((C*C+)G+|K))|(H*),C G H K,S4 S2 S0 S1,S0 S1 S2 S3 S4,S3 --C--> S3 | S3 --G--> S2 | S4 --C--> S3 | S4 --H--> S1 | S4 --K--> S0 | S2 --G--> S2 | S1 --H--> S1,
((((H+|C+)H)I+K|B+H*)D*E*A)|(E*),A B C D E H I K,S10 S1 S3,S0 S1 S10 S11 S12 S2 S3 S4 S5 S6 S7 S8 S9,S5 --H--> S8 | S8 --H--> S8 | S8 --I--> S4 | S10 --B--> S12 | S10 --C--> S6 | S10 --E--> S3 | S10 --H--> S5 | S6 --C--> S6 | S6 --H--> S0 | S0 --I--> S4 | S4 --I--> S4 | S4 --K--> S9 | S9 --A--> S1 | S9 --D--> S7 | S9 --E--> S2 | S12 --A--> S1 | S12 --B--> S12 | S12 --D--> S7 | S12 --E--> S2 | S12 --H--> S11 | S11 --A--> S1 | S11 --D--> S7 | S11 --E--> S2 | S11 --H--> S11 | S7 --A--> S1 | S7 --D--> S7 | S7 --E--> S2 | S2 --A--> S1 | S2 --E--> S2 | S3 --E--> S3,
B+A*E*G+,A B E G,S2,S0 S1 S2 S3 S4,S0 --B--> S4 | S4 --A--> S3 | S4 --B--> S4 | S4 --E--> S1 | S4 --G--> S2 | S3 --A--> S3 | S3 --E--> S1 | S3 --G--> S2 | S1 --E--> S1 | S1 --G--> S2 | S2 --G--> S2,
(((EA+)B+|J*)F*)LG*JC,A B C E F G J L,S0,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S9 --E--> S1 | S9 --F--> S3 | S9 --J--> S7 | S9 --L--> S6 | S1 --A--> S5 | S5 --A--> S5 | S5 --B--> S8 | S8 --B--> S8 | S8 --F--> S3 | S8 --L--> S6 | S7 --F--> S3 | S7 --J--> S7 | S7 --L--> S6 | S3 --F--> S3 | S3 --L--> S6 | S6 --G--> S4 | S6 --J--> S2 | S4 --G--> S4 | S4 --J--> S2 | S2 --C--> S0,
(B+GH*D*E*)|(G*),B D E G H,S3 S6 S5 S4 S0 S1,S0 S1 S2 S3 S4 S5 S6,S2 --B--> S2 | S2 --G--> S6 | S3 --B--> S2 | S3 --G--> S1 | S6 --D--> S4 | S6 --E--> S0 | S6 --H--> S5 | S5 --D--> S4 | S5 --E--> S0 | S5 --H--> S5 | S4 --D--> S4 | S4 --E--> S0 | S0 --E--> S0 | S1 --G--> S1,
((I*I*)I),I,S1,S0 S1,S1 --I--> S1 | S0 --I--> S1,
((H*)G+GB*|J*B+|B+EGI)|(I*),B E G H I J,S11 S9 S7 S10 S8 S2 S5,S0 S1 S10 S11 S2 S3 S4 S5 S6 S7 S8 S9,S3 --G--> S6 | S3 --H--> S3 | S11 --B--> S10 | S11 --G--> S6 | S11 --H--> S3 | S11 --I--> S5 | S11 --J--> S4 | S6 --G--> S9 | S9 --B--> S7 | S9 --G--> S9 | S7 --B--> S7 | S4 --B--> S8 | S4 --J--> S4 | S10 --B--> S10 | S10 --E--> S0 | S8 --B--> S8 | S0 --G--> S1 | S1 --I--> S2 | S5 --I--> S5,
(L+E+G*|H)F+|B+A+,A B E F G H L,S4 S6,S0 S1 S2 S3 S4 S5 S6 S7,S1 --E--> S7 | S1 --L--> S1 | S2 --B--> S5 | S2 --H--> S0 | S2 --L--> S1 | S7 --E--> S7 | S7 --F--> S4 | S7 --G--> S3 | S3 --F--> S4 | S3 --G--> S3 | S0 --F--> S4 | S4 --F--> S4 | S5 --A--> S6 | S5 --B--> S5 | S6 --A--> S6,
K+L+J|BC+|E*H+K,B C E H J K L,S2 S7 S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S4 --K--> S4 | S4 --L--> S5 | S8 --B--> S0 | S8 --E--> S3 | S8 --H--> S6 | S8 --K--> S4 | S5 --J--> S2 | S5 --L--> S5 | S0 --C--> S7 | S7 --C--> S7 | S3 --E--> S3 | S3 --H--> S6 | S6 --H--> S6 | S6 --K--> S1,
((I+K+L+A|F*H)K+|J+B)|(D),A B D F H I J K L,S9 S3 S0,S0 S1 S10 S2 S3 S4 S5 S6 S7 S8 S9,S5 --I--> S5 | S5 --K--> S6 | S10 --D--> S0 | S10 --F--> S4 | S10 --H--> S2 | S10 --I--> S5 | S10 --J--> S8 | S6 --K--> S6 | S6 --L--> S7 | S7 --A--> S1 | S7 --L--> S7 | S1 --K--> S9 | S4 --F--> S4 | S4 --H--> S2 | S2 --K--> S9 | S9 --K--> S9 | S8 --B--> S3 | S8 --J--> S8,
(((J+)H+C)E+)|(C*),C E H J,S5 S4 S1,S0 S1 S2 S3 S4 S5,S2 --H--> S3 | S2 --J--> S2 | S5 --C--> S1 | S5 --J--> S2 | S3 --C--> S0 | S3 --H--> S3 | S0 --E--> S4 | S4 --E--> S4 | S1 --C--> S1,
BBA+H*,A B H,S4 S3,S0 S1 S2 S3 S4,S0 --B--> S1 | S1 --B--> S2 | S2 --A--> S4 | S4 --A--> S4 | S4 --H--> S3 | S3 --H--> S3,
(((F*)C+|BE+B+E|B*I)F*),B C E F I,S8 S7 S5 S0,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S1 --C--> S8 | S1 --F--> S1 | S9 --B--> S6 | S9 --C--> S8 | S9 --F--> S1 | S9 --I--> S5 | S8 --C--> S8 | S8 --F--> S0 | S6 --B--> S2 | S6 --E--> S3 | S6 --I--> S5 | S3 --B--> S4 | S3 --E--> S3 | S4 --B--> S4 | S4 --E--> S7 | S7 --F--> S0 | S2 --B--> S2 | S2 --I--> S5 | S5 --F--> S0 | S0 --F--> S0,
(I)I+I+G*L+G+L*|F+B,B F G I L,S8 S4 S1,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S2 --F--> S7 | S2 --I--> S0 | S0 --I--> S5 | S5 --I--> S9 | S9 --G--> S3 | S9 --I--> S9 | S9 --L--> S6 | S3 --G--> S3 | S3 --L--> S6 | S6 --G--> S8 | S6 --L--> S6 | S8 --G--> S8 | S8 --L--> S4 | S4 --L--> S4 | S7 --B--> S1 | S7 --F--> S7,
(((L*|IH|C*E)H*)J)|(C*),C E H I J L,S7 S5 S1,S0 S1 S2 S3 S4 S5 S6 S7,S6 --H--> S2 | S6 --J--> S1 | S6 --L--> S6 | S7 --C--> S5 | S7 --E--> S3 | S7 --H--> S2 | S7 --I--> S0 | S7 --J--> S1 | S7 --L--> S6 | S0 --H--> S4 | S4 --H--> S2 | S4 --J--> S1 | S5 --C--> S5 | S5 --E--> S3 | S3 --H--> S2 | S3 --J--> S1 | S2 --H--> S2 | S2 --J--> S1,
(((C+L)D*FI+)C)F+J,C D F I J L,S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --C--> S5 | S5 --C--> S5 | S5 --L--> S6 | S6 --D--> S4 | S6 --F--> S2 | S4 --D--> S4 | S4 --F--> S2 | S2 --I--> S7 | S7 --C--> S3 | S7 --I--> S7 | S3 --F--> S8 | S8 --F--> S8 | S8 --J--> S1,
(J+K*B),B J K,S1,S0 S1 S2 S3,S0 --J--> S3 | S3 --B--> S1 | S3 --J--> S3 | S3 --K--> S2 | S2 --B--> S1 | S2 --K--> S2,
(C|DH*F)JI*,C D F H I J,S5 S3,S0 S1 S2 S3 S4 S5 S6,S0 --C--> S1 | S0 --D--> S6 | S1 --J--> S5 | S6 --F--> S2 | S6 --H--> S4 | S4 --F--> S2 | S4 --H--> S4 | S2 --J--> S5 | S5 --I--> S3 | S3 --I--> S3,
(H*|H+D|KGA*H+K*BJ*),A B D G H J K,S9 S8 S1 S6 S4,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S9 --D--> S1 | S9 --H--> S9 | S8 --H--> S9 | S8 --K--> S0 | S0 --G--> S5 | S5 --A--> S2 | S5 --H--> S7 | S2 --A--> S2 | S2 --H--> S7 | S7 --B--> S6 | S7 --H--> S7 | S7 --K--> S3 | S3 --B--> S6 | S3 --K--> S3 | S6 --J--> S4 | S4 --J--> S4,
(((CA*)E+|K*))|(H*),A C E H K,S5 S4 S3 S1,S0 S1 S2 S3 S4 S5,S5 --C--> S2 | S5 --H--> S1 | S5 --K--> S3 | S2 --A--> S0 | S2 --E--> S4 | S0 --A--> S0 | S0 --E--> S4 | S4 --E--> S4 | S3 --K--> S3 | S1 --H--> S1,
(((H|B+)L|CD*)FD*)|(H*),B C D F H L,S8 S7 S4 S1 S2,S0 S1 S2 S3 S4 S5 S6 S7 S8,S8 --B--> S5 | S8 --C--> S6 | S8 --H--> S7 | S7 --H--> S2 | S7 --L--> S0 | S5 --B--> S5 | S5 --L--> S0 | S0 --F--> S4 | S6 --D--> S3 | S6 --F--> S4 | S3 --D--> S3 | S3 --F--> S4 | S4 --D--> S1 | S1 --D--> S1 | S2 --H--> S2,
((JJ+|A*A)D*J+C),A C D J,S0,S0 S1 S2 S3 S4 S5 S6 S7,S4 --A--> S6 | S4 --J--> S1 | S1 --J--> S5 | S5 --D--> S2 | S5 --J--> S7 | S7 --C--> S0 | S7 --D--> S2 | S7 --J--> S7 | S6 --A--> S6 | S6 --D--> S2 | S6 --J--> S3 | S2 --D--> S2 | S2 --J--> S3 | S3 --C--> S0 | S3 --J--> S3,
((E*|K*H+)D)|(H*),D E H K,S5 S4 S0,S0 S1 S2 S3 S4 S5,S2 --D--> S0 | S2 --E--> S2 | S5 --D--> S0 | S5 --E--> S2 | S5 --H--> S4 | S5 --K--> S1 | S1 --H--> S3 | S1 --K--> S1 | S3 --D--> S0 | S3 --H--> S3 | S4 --D--> S0 | S4 --H--> S4,
(E+|KI+)LE+I+IG+H,E G H I K L,S0,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S7 --E--> S7 | S7 --L--> S2 | S3 --E--> S7 | S3 --K--> S1 | S1 --I--> S8 | S8 --I--> S8 | S8 --L--> S2 | S2 --E--> S4 | S4 --E--> S4 | S4 --I--> S5 | S5 --I--> S9 | S9 --G--> S6 | S9 --I--> S9 | S6 --G--> S6 | S6 --H--> S0,
((F*F+H|CC+L*DK)C*|L*)|(H+),C D F H K L,S10 S6 S7 S3 S4 S5,S0 S1 S10 S2 S3 S4 S5 S6 S7 S8 S9,S8 --F--> S8 | S8 --H--> S6 | S10 --C--> S0 | S10 --F--> S8 | S10 --H--> S5 | S10 --L--> S4 | S6 --C--> S3 | S0 --C--> S9 | S9 --C--> S9 | S9 --D--> S1 | S9 --L--> S2 | S2 --D--> S1 | S2 --L--> S2 | S1 --K--> S7 | S7 --C--> S3 | S3 --C--> S3 | S4 --L--> S4 | S5 --H--> S5,
BIE|A+AL|A*,A B E I L,S4 S2 S6 S5 S3,S0 S1 S2 S3 S4 S5 S6,S4 --A--> S5 | S4 --B--> S0 | S0 --I--> S1 | S1 --E--> S2 | S6 --A--> S6 | S6 --L--> S3 | S5 --A--> S6,
(G+A+)H*BC,A B C G H,S1,S0 S1 S2 S3 S4 S5,S0 --G--> S4 | S4 --A--> S5 | S4 --G--> S4 | S5 --A--> S5 | S5 --B--> S2 | S5 --H--> S3 | S3 --B--> S2 | S3 --H--> S3 | S2 --C--> S1,
((J)J|FD*I*)F*|A+J*,A D F I J,S4 S8 S7 S5 S1 S6 S2,S0 S1 S2 S3 S4 S5 S6 S7 S8,S3 --A--> S6 | S3 --F--> S8 | S3 --J--> S0 | S0 --J--> S4 | S4 --F--> S1 | S8 --D--> S7 | S8 --F--> S1 | S8 --I--> S5 | S7 --D--> S7 | S7 --F--> S1 | S7 --I--> S5 | S5 --F--> S1 | S5 --I--> S5 | S1 --F--> S1 | S6 --A--> S6 | S6 --J--> S2 | S2 --J--> S2,
(((K+I+J*I*E+L*|K)A*|H)B)|(D+),A B D E H I J K L,S0 S5,S0 S1 S10 S11 S12 S2 S3 S4 S5 S6 S7 S8 S9,S3 --I--> S9 | S3 --K--> S3 | S10 --A--> S4 | S10 --B--> S0 | S10 --I--> S9 | S10 --K--> S3 | S6 --D--> S5 | S6 --H--> S1 | S6 --K--> S10 | S11 --E--> S12 | S11 --I--> S11 | S11 --J--> S7 | S9 --E--> S12 | S9 --I--> S11 | S9 --J--> S7 | S7 --E--> S12 | S7 --I--> S2 | S7 --J--> S7 | S2 --E--> S12 | S2 --I--> S2 | S12 --A--> S4 | S12 --B--> S0 | S12 --E--> S12 | S12 --L--> S8 | S8 --A--> S4 | S8 --B--> S0 | S8 --L--> S8 | S4 --A--> S4 | S4 --B--> S0 | S1 --B--> S0 | S5 --D--> S5,
((AG*|D+G)C*)J+C+,A C D G J,S2,S0 S1 S2 S3 S4 S5 S6 S7,S0 --A--> S7 | S0 --D--> S3 | S7 --C--> S1 | S7 --G--> S6 | S7 --J--> S4 | S6 --C--> S1 | S6 --G--> S6 | S6 --J--> S4 | S3 --D--> S3 | S3 --G--> S5 | S5 --C--> S1 | S5 --J--> S4 | S1 --C--> S1 | S1 --J--> S4 | S4 --C--> S2 | S4 --J--> S4 | S2 --C--> S2,
(L*|KA*A*|C*B+I*)H|E,A B C E H I K L,S0 S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S4 --H--> S0 | S4 --L--> S4 | S8 --B--> S5 | S8 --C--> S2 | S8 --E--> S1 | S8 --H--> S0 | S8 --K--> S6 | S8 --L--> S4 | S6 --A--> S7 | S6 --H--> S0 | S7 --A--> S7 | S7 --H--> S0 | S2 --B--> S5 | S2 --C--> S2 | S5 --B--> S5 | S5 --H--> S0 | S5 --I--> S3 | S3 --H--> S0 | S3 --I--> S3,
G+B*H*E*B,B E G H,S4 S1,S0 S1 S2 S3 S4 S5,S0 --G--> S5 | S5 --B--> S4 | S5 --E--> S2 | S5 --G--> S5 | S5 --H--> S3 | S4 --B--> S4 | S4 --E--> S2 | S4 --H--> S3 | S3 --B--> S1 | S3 --E--> S2 | S3 --H--> S3 | S2 --B--> S1 | S2 --E--> S2,
I|H*L*G+,G H I L,S0 S2,S0 S1 S2 S3 S4,S4 --G--> S2 | S4 --H--> S3 | S4 --I--> S0 | S4 --L--> S1 | S3 --G--> S2 | S3 --H--> S3 | S3 --L--> S1 | S1 --G--> S2 | S1 --L--> S1 | S2 --G--> S2,
(B|FJ*)B*I*J,B F I J,S6 S0,S0 S1 S2 S3 S4 S5 S6,S1 --B--> S4 | S1 --F--> S5 | S4 --B--> S3 | S4 --I--> S2 | S4 --J--> S0 | S5 --B--> S3 | S5 --I--> S2 | S5 --J--> S6 | S6 --B--> S3 | S6 --I--> S2 | S6 --J--> S6 | S3 --B--> S3 | S3 --I--> S2 | S3 --J--> S0 | S2 --I--> S2 | S2 --J--> S0,
((C*)D+CA+)I,A C D I,S0,S0 S1 S2 S3 S4 S5,S2 --C--> S2 | S2 --D--> S4 | S3 --C--> S2 | S3 --D--> S4 | S4 --C--> S1 | S4 --D--> S4 | S1 --A--> S5 | S5 --A--> S5 | S5 --I--> S0,
B*C|DH*HD+|L*I,B C D H I L,S1 S6 S0,S0 S1 S2 S3 S4 S5 S6 S7,S2 --B--> S2 | S2 --C--> S1 | S7 --B--> S2 | S7 --C--> S1 | S7 --D--> S4 | S7 --I--> S0 | S7 --L--> S3 | S4 --H--> S5 | S5 --D--> S6 | S5 --H--> S5 | S6 --D--> S6 | S3 --I--> S0 | S3 --L--> S3,
((J|D*)G+|JE+)C*,C D E G J,S3 S4 S0,S0 S1 S2 S3 S4 S5,S5 --D--> S2 | S5 --G--> S3 | S5 --J--> S1 | S1 --E--> S4 | S1 --G--> S3 | S2 --D--> S2 | S2 --G--> S3 | S3 --C--> S0 | S3 --G--> S3 | S4 --C--> S0 | S4 --E--> S4 | S0 --C--> S0,
(((A)E+A*C+J*)F*I|L*)|(D+),A C D E F I J L,S8 S1 S4 S5,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S8 --A--> S0 | S8 --D--> S5 | S8 --L--> S4 | S0 --E--> S7 | S7 --A--> S2 | S7 --C--> S9 | S7 --E--> S7 | S2 --A--> S2 | S2 --C--> S9 | S9 --C--> S9 | S9 --F--> S3 | S9 --I--> S1 | S9 --J--> S6 | S6 --F--> S3 | S6 --I--> S1 | S6 --J--> S6 | S3 --F--> S3 | S3 --I--> S1 | S4 --L--> S4 | S5 --D--> S5,
(((A+LC|D*G+J+)F*)D*|E*)|(A*),A C D E F G J L,S6 S9 S7 S8 S5 S3 S4,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S6 --A--> S6 | S6 --L--> S0 | S9 --A--> S6 | S9 --D--> S1 | S9 --E--> S4 | S9 --G--> S2 | S0 --C--> S7 | S7 --D--> S3 | S7 --F--> S5 | S1 --D--> S1 | S1 --G--> S2 | S2 --G--> S2 | S2 --J--> S8 | S8 --D--> S3 | S8 --F--> S5 | S8 --J--> S8 | S5 --D--> S3 | S5 --F--> S5 | S3 --D--> S3 | S4 --E--> S4,
(((H+)C+FJ+)KF+F+|J+),C F H J K,S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S3 --C--> S4 | S3 --H--> S3 | S2 --H--> S3 | S2 --J--> S7 | S4 --C--> S4 | S4 --F--> S0 | S0 --J--> S5 | S5 --J--> S5 | S5 --K--> S1 | S1 --F--> S6 | S6 --F--> S8 | S8 --F--> S8 | S7 --J--> S7,
((((C*)H+)L*C+|HE+E*|G+F*|L))|(L+),C E F G H L,S6 S11 S9 S8 S3 S4 S2,S0 S1 S10 S11 S2 S3 S4 S5 S6 S7 S8 S9,S0 --C--> S0 | S0 --H--> S5 | S10 --C--> S0 | S10 --G--> S8 | S10 --H--> S7 | S10 --L--> S4 | S5 --C--> S6 | S5 --H--> S5 | S5 --L--> S1 | S7 --C--> S6 | S7 --E--> S9 | S7 --H--> S5 | S7 --L--> S1 | S1 --C--> S6 | S1 --L--> S1 | S6 --C--> S6 | S11 --E--> S11 | S9 --E--> S11 | S8 --F--> S3 | S8 --G--> S8 | S3 --F--> S3 | S4 --L--> S2 | S2 --L--> S2,
