Regex,Alfabeto,Estados de aceptación,Estados,Transiciones,Error
(?:L?G*D+|A+I?I+),,,,,Línea 969: ValueError: '?' inválido.
(?:G|J?F+H?)K?I*|F?H,,,,,Línea 970: ValueError: '?' inválido.
EE+F*C?C+|HJ?,C E F H J,S4 S3 S5 S2,S0 S1 S2 S3 S4 S5 S6 S7,S1 --E--> S0 | S1 --H--> S5 | S0 --E--> S7 | S7 --C--> S4 | S7 --E--> S7 | S7 --F--> S6 | S6 --C--> S4 | S6 --F--> S6 | S4 --C--> S3 | S3 --C--> S3 | S5 --J--> S2,
(?:L+C?|LL*)I*DH?,,,,,Línea 972: ValueError: '?' inválido.
D|D*G+E*J?,D E G J,S3 S5 S4 S0,S0 S1 S2 S3 S4 S5,S2 --D--> S3 | S2 --G--> S5 | S3 --D--> S1 | S3 --G--> S5 | S1 --D--> S1 | S1 --G--> S5 | S5 --E--> S4 | S5 --G--> S5 | S5 --J--> S0 | S4 --E--> S4 | S4 --J--> S0,
D*F*LH+G*,D F G H L,S5 S1,S0 S1 S2 S3 S4 S5,S3 --D--> S3 | S3 --F--> S2 | S3 --L--> S0 | S4 --D--> S3 | S4 --F--> S2 | S4 --L--> S0 | S2 --F--> S2 | S2 --L--> S0 | S0 --H--> S5 | S5 --G--> S1 | S5 --H--> S5 | S1 --G--> S1,
[LGFCHI]+,C F G H I L [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --L--> S2 | S2 --G--> S3 | S3 --F--> S4 | S4 --C--> S5 | S5 --H--> S6 | S6 --I--> S7 | S7 --]--> S8 | S8 --]--> S8,
[ACJ]+,A C J [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --A--> S2 | S2 --C--> S3 | S3 --J--> S4 | S4 --]--> S5 | S5 --]--> S5,
J|KC+D+D,C D J K,S0 S5,S0 S1 S2 S3 S4 S5,S2 --J--> S0 | S2 --K--> S1 | S1 --C--> S3 | S3 --C--> S3 | S3 --D--> S4 | S4 --D--> S5 | S5 --D--> S5,
[FBG]*,B F G [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --F--> S2 | S2 --B--> S3 | S3 --G--> S5 | S5 --]--> S4 | S4 --]--> S4,
(?:(?:E?DB?KL+|A?A?)L+),,,,,Línea 979: ValueError: '?' inválido.
K?F+B+|A+J*|K*,A B F J K,S6 S4 S3 S5 S2 S0,S0 S1 S2 S3 S4 S5 S6,S6 --A--> S5 | S6 --F--> S1 | S6 --K--> S4 | S4 --F--> S1 | S4 --K--> S0 | S1 --B--> S3 | S1 --F--> S1 | S3 --B--> S3 | S5 --A--> S5 | S5 --J--> S2 | S2 --J--> S2 | S0 --K--> S0,
D+C+C|C?L*|J?,C D J L,S6 S5 S4 S3 S0,S0 S1 S2 S3 S4 S5 S6,S1 --C--> S2 | S1 --D--> S1 | S6 --C--> S4 | S6 --D--> S1 | S6 --J--> S0 | S6 --L--> S3 | S2 --C--> S5 | S5 --C--> S5 | S4 --L--> S3 | S3 --L--> S3,
(?:H?|HG+J*|E*F|B?)L+,,,,,Línea 982: ValueError: '?' inválido.
(?:B+J?)D?C,,,,,Línea 983: ValueError: '?' inválido.
[DBFCJA]*,A B C D F J [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --D--> S2 | S2 --B--> S3 | S3 --F--> S4 | S4 --C--> S5 | S5 --J--> S6 | S6 --A--> S8 | S8 --]--> S7 | S7 --]--> S7,
EK*H|JJ?J?|JK+|B*,B E H J K,S6 S1 S8 S7 S4 S5 S2,S0 S1 S2 S3 S4 S5 S6 S7 S8,S6 --B--> S2 | S6 --E--> S3 | S6 --J--> S8 | S3 --H--> S1 | S3 --K--> S0 | S0 --H--> S1 | S0 --K--> S0 | S8 --J--> S7 | S8 --K--> S5 | S7 --J--> S4 | S5 --K--> S5 | S2 --B--> S2,
[ILF]+,F I L [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --I--> S2 | S2 --L--> S3 | S3 --F--> S4 | S4 --]--> S5 | S5 --]--> S5,
[LAJ]+,A J L [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --L--> S2 | S2 --A--> S3 | S3 --J--> S4 | S4 --]--> S5 | S5 --]--> S5,
(?:(?:(?:E?)C*|I+)A?|FDF+A?|E?),,,,,Línea 988: ValueError: '?' inválido.
FI?|C?A*|G+E*|K*,A C E F G I K,S7 S5 S1 S4 S3 S6 S2 S0,S0 S1 S2 S3 S4 S5 S6 S7,S7 --A--> S3 | S7 --C--> S4 | S7 --F--> S5 | S7 --G--> S6 | S7 --K--> S0 | S5 --I--> S1 | S4 --A--> S3 | S3 --A--> S3 | S6 --E--> S2 | S6 --G--> S6 | S2 --E--> S2 | S0 --K--> S0,
CF|C+C?|D*B+|A?A|G*L+H?|K?,A B C D F G H K L,S11 S10 S5 S9 S7 S6 S2 S8 S4 S0,S0 S1 S10 S11 S2 S3 S4 S5 S6 S7 S8 S9,S11 --A--> S6 | S11 --B--> S7 | S11 --C--> S10 | S11 --D--> S1 | S11 --G--> S3 | S11 --K--> S0 | S11 --L--> S8 | S10 --C--> S9 | S10 --F--> S5 | S9 --C--> S9 | S1 --B--> S7 | S1 --D--> S1 | S7 --B--> S7 | S6 --A--> S2 | S3 --G--> S3 | S3 --L--> S8 | S8 --H--> S4 | S8 --L--> S8,
[ADICB]+,A B C D I [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --A--> S2 | S2 --D--> S3 | S3 --I--> S4 | S4 --C--> S5 | S5 --B--> S6 | S6 --]--> S7 | S7 --]--> S7,
(?:L|E*F*K+|I+)A?|I,,,,,Línea 992: ValueError: '?' inválido.
(?:G+HC)G?|I*,,,,,Línea 993: ValueError: '?' inválido.
(?:F+H*|E+G?|EG+L+)F*,,,,,Línea 994: ValueError: '?' inválido.
[DGAJ]?,A D G J [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --D--> S2 | S2 --G--> S3 | S3 --A--> S4 | S4 --J--> S6 | S6 --]--> S5,
[FDKGJ]+,D F G J K [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --F--> S2 | S2 --D--> S3 | S3 --K--> S4 | S4 --G--> S5 | S5 --J--> S6 | S6 --]--> S7 | S7 --]--> S7,
(?:F*)J?F*I+,,,,,Línea 997: ValueError: '?' inválido.
B*C+L*H+K?L|L+F*,B C F H K L,S0 S7 S4,S0 S1 S2 S3 S4 S5 S6 S7 S8,S2 --B--> S2 | S2 --C--> S6 | S5 --B--> S2 | S5 --C--> S6 | S5 --L--> S7 | S6 --C--> S6 | S6 --H--> S8 | S6 --L--> S3 | S3 --H--> S8 | S3 --L--> S3 | S8 --H--> S8 | S8 --K--> S1 | S8 --L--> S0 | S1 --L--> S0 | S7 --F--> S4 | S7 --L--> S7 | S4 --F--> S4,
(?:(?:K|D*)F?|G?)E*,,,,,Línea 999: ValueError: '?' inválido.
(?:G+FFI*|I*G+I+),,,,,Línea 1000: ValueError: '?' inválido.
(?:K?)L+B,,,,,Línea 1001: ValueError: '?' inválido.
(?:(?:J?|D?KL+)K?|CE?)D*|F+,,,,,Línea 1002: ValueError: '?' inválido.
(?:(?:E*|GI?F*J?L+I*)FD),,,,,Línea 1003: ValueError: '?' inválido.
J+|EE+C+,C E J,S2 S4,S0 S1 S2 S3 S4,S2 --J--> S2 | S1 --E--> S0 | S1 --J--> S2 | S0 --E--> S3 | S3 --C--> S4 | S3 --E--> S3 | S4 --C--> S4,
(?:(?:D)A*)G*IC*D+DA*,,,,,Línea 1005: ValueError: '?' inválido.
L+G+|F*D*,D F G L,S4 S2 S3 S0,S0 S1 S2 S3 S4,S1 --G--> S2 | S1 --L--> S1 | S4 --D--> S0 | S4 --F--> S3 | S4 --L--> S1 | S2 --G--> S2 | S3 --D--> S0 | S3 --F--> S3 | S0 --D--> S0,
[LEKH]?,E H K L [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --L--> S2 | S2 --E--> S3 | S3 --K--> S4 | S4 --H--> S6 | S6 --]--> S5,
(?:(?:A+|H?HF?)C|I+L*I*)F*|F*,,,,,Línea 1008: ValueError: '?' inválido.
[JKA],A J K [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --J--> S3 | S3 --K--> S4 | S4 --A--> S5 | S5 --]--> S1,
(?:C?F|K?J?|E+)C?B?C,,,,,Línea 1010: ValueError: '?' inválido.
K?B*A*F*L|J?F?|C?,A B C F J K L,S9 S5 S0 S6 S3 S1,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S9 --A--> S4 | S9 --B--> S7 | S9 --C--> S1 | S9 --F--> S5 | S9 --J--> S6 | S9 --K--> S8 | S9 --L--> S0 | S8 --A--> S4 | S8 --B--> S7 | S8 --F--> S2 | S8 --L--> S0 | S7 --A--> S4 | S7 --B--> S7 | S7 --F--> S2 | S7 --L--> S0 | S4 --A--> S4 | S4 --F--> S2 | S4 --L--> S0 | S2 --F--> S2 | S2 --L--> S0 | S5 --F--> S2 | S5 --L--> S0 | S6 --F--> S3,
(?:(?:K*)I?)D+,,,,,Línea 1012: ValueError: '?' inválido.
(?:(?:(?:A*)B)C?),,,,,Línea 1013: ValueError: '?' inválido.
(?:(?:CI?)K+|G?L*)L*J?I?|F+,,,,,Línea 1014: ValueError: '?' inválido.
(?:B|JC+E*)I*|E?F?B?A+,,,,,Línea 1015: ValueError: '?' inválido.
[DBCI],B C D I [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --D--> S3 | S3 --B--> S4 | S4 --C--> S5 | S5 --I--> S6 | S6 --]--> S1,
F?G+|F?F*,F G,S3 S2 S1 S0,S0 S1 S2 S3,S3 --F--> S2 | S3 --G--> S1 | S2 --F--> S0 | S2 --G--> S1 | S1 --G--> S1 | S0 --F--> S0,
I|B+D*|KD?,B D I K,S0 S5 S3 S4 S1,S0 S1 S2 S3 S4 S5,S2 --B--> S5 | S2 --I--> S0 | S2 --K--> S4 | S5 --B--> S5 | S5 --D--> S3 | S3 --D--> S3 | S4 --D--> S1,
[KGFICL]?,C F G I K L [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --K--> S2 | S2 --G--> S3 | S3 --F--> S4 | S4 --I--> S5 | S5 --C--> S6 | S6 --L--> S8 | S8 --]--> S7,
[LDJHBK],B D H J K L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --L--> S3 | S3 --D--> S4 | S4 --J--> S5 | S5 --H--> S6 | S6 --B--> S7 | S7 --K--> S8 | S8 --]--> S1,
G*|G*D+|F+DB?,B D F G,S4 S5 S2 S3 S0,S0 S1 S2 S3 S4 S5,S4 --D--> S2 | S4 --G--> S4 | S5 --D--> S2 | S5 --F--> S1 | S5 --G--> S4 | S2 --D--> S2 | S1 --D--> S3 | S1 --F--> S1 | S3 --B--> S0,
(?:(?:F*)D+|B*C|A+L*|D+J*),,,,,Línea 1022: ValueError: '?' inválido.
K?|FIK+,F I K,S4 S2 S3,S0 S1 S2 S3 S4,S4 --F--> S0 | S4 --K--> S2 | S0 --I--> S1 | S1 --K--> S3 | S3 --K--> S3,
H?G+KC*|G*B*I?|L?K?F?,B C F G H I K L,S10 S9 S5 S4 S7 S2 S8 S6 S1,S0 S1 S10 S2 S3 S4 S5 S6 S7 S8 S9,S10 --B--> S7 | S10 --F--> S1 | S10 --G--> S9 | S10 --H--> S0 | S10 --I--> S2 | S10 --K--> S6 | S10 --L--> S8 | S0 --G--> S3 | S3 --G--> S3 | S3 --K--> S5 | S9 --B--> S7 | S9 --G--> S9 | S9 --I--> S2 | S9 --K--> S5 | S5 --C--> S4 | S4 --C--> S4 | S7 --B--> S7 | S7 --I--> S2 | S8 --F--> S1 | S8 --K--> S6 | S6 --F--> S1,
[AIKEG]+,A E G I K [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --A--> S2 | S2 --I--> S3 | S3 --K--> S4 | S4 --E--> S5 | S5 --G--> S6 | S6 --]--> S7 | S7 --]--> S7,
[LEJ],E J L [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --L--> S3 | S3 --E--> S4 | S4 --J--> S5 | S5 --]--> S1,
[GDE]+,D E G [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --G--> S2 | S2 --D--> S3 | S3 --E--> S4 | S4 --]--> S5 | S5 --]--> S5,
(?:(?:(?:I|F+G*)L)L*)L+,,,,,Línea 1028: ValueError: '?' inválido.
I?D*C?|E*F*,C D E F I,S5 S4 S3 S0 S2 S1,S0 S1 S2 S3 S4 S5,S5 --C--> S0 | S5 --D--> S3 | S5 --E--> S2 | S5 --F--> S1 | S5 --I--> S4 | S4 --C--> S0 | S4 --D--> S3 | S3 --C--> S0 | S3 --D--> S3 | S2 --E--> S2 | S2 --F--> S1 | S1 --F--> S1,
(?:B+|C+L?|E+)D*|B+L*,,,,,Línea 1030: ValueError: '?' inválido.
(?:H+|I*)A|C+A*|F*,,,,,Línea 1031: ValueError: '?' inválido.
[ALGI]?,A G I L [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --A--> S2 | S2 --L--> S3 | S3 --G--> S4 | S4 --I--> S6 | S6 --]--> S5,
(?:D?|J+C*)DI+LC*,,,,,Línea 1033: ValueError: '?' inválido.
[KJEB]*,B E J K [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --K--> S2 | S2 --J--> S3 | S3 --E--> S4 | S4 --B--> S6 | S6 --]--> S5 | S5 --]--> S5,
[ABI],A B I [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --A--> S3 | S3 --B--> S4 | S4 --I--> S5 | S5 --]--> S1,
[AKGD]*,A D G K [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --A--> S2 | S2 --K--> S3 | S3 --G--> S4 | S4 --D--> S6 | S6 --]--> S5 | S5 --]--> S5,
L?|IGF?JJ+,F G I J L,S6 S2 S4,S0 S1 S2 S3 S4 S5 S6,S6 --I--> S0 | S6 --L--> S2 | S0 --G--> S5 | S5 --F--> S3 | S5 --J--> S1 | S3 --J--> S1 | S1 --J--> S4 | S4 --J--> S4,
(?:F+B*IJ*),,,,,Línea 1038: ValueError: '?' inválido.
[GKLIFE]*,E F G I K L [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --G--> S2 | S2 --K--> S3 | S3 --L--> S4 | S4 --I--> S5 | S5 --F--> S6 | S6 --E--> S8 | S8 --]--> S7 | S7 --]--> S7,
(?:H+|C*L+|I*)E|LAA?I+,,,,,Línea 1040: ValueError: '?' inválido.
L*|HJI*C,C H I J L,S2 S5 S1,S0 S1 S2 S3 S4 S5,S2 --L--> S2 | S5 --H--> S0 | S5 --L--> S2 | S0 --J--> S4 | S4 --C--> S1 | S4 --I--> S3 | S3 --C--> S1 | S3 --I--> S3,
(?:(?:(?:(?:(?:H+I+)G?F?|G*)J*|GI?)B|F+)J+|B?),,,,,Línea 1042: ValueError: '?' inválido.
(?:(?:(?:C|A?)A*I|I+)E?),,,,,Línea 1043: ValueError: '?' inválido.
(?:KE+IJ*E*I?|H+)C+,,,,,Línea 1044: ValueError: '?' inválido.
(?:(?:JG+)K?)LK?|D*,,,,,Línea 1045: ValueError: '?' inválido.
(?:G?J*|J?)B|C?D,,,,,Línea 1046: ValueError: '?' inválido.
(?:G*|BA|E?EB*|C)ID+,,,,,Línea 1047: ValueError: '?' inválido.
(?:I*|I*I?G+C?KC?),,,,,Línea 1048: ValueError: '?' inválido.
[AKGD]?,A D G K [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --A--> S2 | S2 --K--> S3 | S3 --G--> S4 | S4 --D--> S6 | S6 --]--> S5,
(?:E*K*A+),,,,,Línea 1050: ValueError: '?' inválido.
[GILK],G I K L [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --G--> S3 | S3 --I--> S4 | S4 --L--> S5 | S5 --K--> S6 | S6 --]--> S1,
(?:(?:D?B?|H+L|H?)J?I+|FA+),,,,,Línea 1052: ValueError: '?' inválido.
[ECKGBH]+,B C E G H K [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --E--> S2 | S2 --C--> S3 | S3 --K--> S4 | S4 --G--> S5 | S5 --B--> S6 | S6 --H--> S7 | S7 --]--> S8 | S8 --]--> S8,
K+FI*K*|L?GJ?,F G I J K L,S7 S4 S2 S5 S1,S0 S1 S2 S3 S4 S5 S6 S7,S3 --F--> S7 | S3 --K--> S3 | S6 --G--> S5 | S6 --K--> S3 | S6 --L--> S0 | S7 --I--> S4 | S7 --K--> S2 | S4 --I--> S4 | S4 --K--> S2 | S2 --K--> S2 | S0 --G--> S5 | S5 --J--> S1,
(?:I?)G+E|E,,,,,Línea 1055: ValueError: '?' inválido.
(?:E?IH?|K*JKH*D*|I+),,,,,Línea 1056: ValueError: '?' inválido.
B*|AA?|G?H*|L?C?,A B C G H L,S3 S7 S6 S1 S4 S2 S5 S0,S0 S1 S2 S3 S4 S5 S6 S7,S3 --B--> S3 | S7 --A--> S6 | S7 --B--> S3 | S7 --C--> S0 | S7 --G--> S4 | S7 --H--> S2 | S7 --L--> S5 | S6 --A--> S1 | S4 --H--> S2 | S2 --H--> S2 | S5 --C--> S0,
(?:F+)I+G+,,,,,Línea 1058: ValueError: '?' inválido.
(?:(?:D?|H?)C?K?|D*G*)FL+G+,,,,,Línea 1059: ValueError: '?' inválido.
(?:(?:G?)F?)D?|L?A+F?|I?F,,,,,Línea 1060: ValueError: '?' inválido.
[GDF]+,D F G [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --G--> S2 | S2 --D--> S3 | S3 --F--> S4 | S4 --]--> S5 | S5 --]--> S5,
(?:(?:(?:L|E)C)B+)F?A|GI?|A*A?F,,,,,Línea 1062: ValueError: '?' inválido.
[GHAFBC],A B C F G H [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --G--> S3 | S3 --H--> S4 | S4 --A--> S5 | S5 --F--> S6 | S6 --B--> S7 | S7 --C--> S8 | S8 --]--> S1,
[BLJ],B J L [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --B--> S3 | S3 --L--> S4 | S4 --J--> S5 | S5 --]--> S1,
[JFBD]*,B D F J [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --J--> S2 | S2 --F--> S3 | S3 --B--> S4 | S4 --D--> S6 | S6 --]--> S5 | S5 --]--> S5,
L?B?|G?I+L*L*KI+,B G I K L,S7 S4 S1 S3,S0 S1 S2 S3 S4 S5 S6 S7,S7 --B--> S1 | S7 --G--> S2 | S7 --I--> S6 | S7 --L--> S4 | S4 --B--> S1 | S2 --I--> S6 | S6 --I--> S6 | S6 --K--> S0 | S6 --L--> S5 | S5 --K--> S0 | S5 --L--> S5 | S0 --I--> S3 | S3 --I--> S3,
G*|LI*D|D?BK?|J,B D G I J K L,S6 S8 S3 S7 S4 S0,S0 S1 S2 S3 S4 S5 S6 S7 S8,S6 --G--> S6 | S8 --B--> S7 | S8 --D--> S1 | S8 --G--> S6 | S8 --J--> S0 | S8 --L--> S5 | S5 --D--> S3 | S5 --I--> S2 | S2 --D--> S3 | S2 --I--> S2 | S1 --B--> S7 | S7 --K--> S4,
(?:(?:(?:K?|K+KG+)I*J*|I?A*G*)L*),,,,,Línea 1068: ValueError: '?' inválido.
(?:G?|L+E?H?)I?|G+,,,,,Línea 1069: ValueError: '?' inválido.
(?:(?:A?|C+G+B)E+|I*),,,,,Línea 1070: ValueError: '?' inválido.
[ILDC]+,C D I L [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --I--> S2 | S2 --L--> S3 | S3 --D--> S4 | S4 --C--> S5 | S5 --]--> S6 | S6 --]--> S6,
(?:G?I)C|I?D*G?G+|G?,,,,,Línea 1072: ValueError: '?' inválido.
(?:H*|L?KI?|J?)E*|E?A+E+,,,,,Línea 1073: ValueError: '?' inválido.
(?:(?:C?C|A+)F*)I+,,,,,Línea 1074: ValueError: '?' inválido.
(?:ID+|B?)K?B?|D?H*|L+F?J*,,,,,Línea 1075: ValueError: '?' inválido.
[CIADL]*,A C D I L [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --C--> S2 | S2 --I--> S3 | S3 --A--> S4 | S4 --D--> S5 | S5 --L--> S7 | S7 --]--> S6 | S6 --]--> S6,
I?|J+K+|D?ICK+A*|L+,A C D I J K L,S9 S6 S7 S8 S4 S5,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S9 --D--> S2 | S9 --I--> S6 | S9 --J--> S3 | S9 --L--> S5 | S6 --C--> S1 | S3 --J--> S3 | S3 --K--> S7 | S7 --K--> S7 | S2 --I--> S0 | S0 --C--> S1 | S1 --K--> S8 | S8 --A--> S4 | S8 --K--> S8 | S4 --A--> S4 | S5 --L--> S5,
(?:(?:J+L|E*I?)LBE+K),,,,,Línea 1078: ValueError: '?' inválido.
[KGJB]+,B G J K [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --K--> S2 | S2 --G--> S3 | S3 --J--> S4 | S4 --B--> S5 | S5 --]--> S6 | S6 --]--> S6,
(?:K+|BD*)A*C?|D*,,,,,Línea 1080: ValueError: '?' inválido.
[KLJB],B J K L [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --K--> S3 | S3 --L--> S4 | S4 --J--> S5 | S5 --B--> S6 | S6 --]--> S1,
(?:(?:K?F*)C?)F*|H?B*E*|A,,,,,Línea 1082: ValueError: '?' inválido.
H*F*L*|H*E?K*AD+|H,A D E F H K L,S7 S6 S8 S5 S2 S4,S0 S1 S2 S3 S4 S5 S6 S7 S8,S7 --A--> S0 | S7 --E--> S3 | S7 --F--> S5 | S7 --H--> S6 | S7 --K--> S1 | S7 --L--> S2 | S6 --A--> S0 | S6 --E--> S3 | S6 --F--> S5 | S6 --H--> S6 | S6 --K--> S1 | S6 --L--> S2 | S8 --A--> S0 | S8 --E--> S3 | S8 --F--> S5 | S8 --H--> S7 | S8 --K--> S1 | S8 --L--> S2 | S5 --F--> S5 | S5 --L--> S2 | S2 --L--> S2 | S3 --A--> S0 | S3 --K--> S1 | S1 --A--> S0 | S1 --K--> S1 | S0 --D--> S4 | S4 --D--> S4,
(?:K?E*G?),,,,,Línea 1084: ValueError: '?' inválido.
F+|G?A+K?D*,A D F G K,S2 S5 S3 S1,S0 S1 S2 S3 S4 S5,S2 --F--> S2 | S4 --A--> S5 | S4 --F--> S2 | S4 --G--> S0 | S0 --A--> S5 | S5 --A--> S5 | S5 --D--> S1 | S5 --K--> S3 | S3 --D--> S1 | S1 --D--> S1,
D*K*B*C+J?B?I*|D*L,B C D I J K L,S8 S5 S3 S2 S0,S0 S1 S2 S3 S4 S5 S6 S7 S8,S6 --B--> S1 | S6 --C--> S8 | S6 --D--> S6 | S6 --K--> S4 | S6 --L--> S0 | S7 --B--> S1 | S7 --C--> S8 | S7 --D--> S6 | S7 --K--> S4 | S7 --L--> S0 | S4 --B--> S1 | S4 --C--> S8 | S4 --K--> S4 | S1 --B--> S1 | S1 --C--> S8 | S8 --B--> S3 | S8 --C--> S8 | S8 --I--> S2 | S8 --J--> S5 | S5 --B--> S3 | S5 --I--> S2 | S3 --I--> S2 | S2 --I--> S2,
[FBDHCE]?,B C D E F H [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --F--> S2 | S2 --B--> S3 | S3 --D--> S4 | S4 --H--> S5 | S5 --C--> S6 | S6 --E--> S8 | S8 --]--> S7,
F+J?H*J*D+|K?D,D F H J K,S3 S0,S0 S1 S2 S3 S4 S5 S6 S7,S7 --D--> S3 | S7 --F--> S7 | S7 --H--> S4 | S7 --J--> S6 | S5 --D--> S0 | S5 --F--> S7 | S5 --K--> S1 | S6 --D--> S3 | S6 --H--> S4 | S6 --J--> S2 | S4 --D--> S3 | S4 --H--> S4 | S4 --J--> S2 | S2 --D--> S3 | S2 --J--> S2 | S3 --D--> S3 | S1 --D--> S0,
[ECK]+,C E K [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --E--> S2 | S2 --C--> S3 | S3 --K--> S4 | S4 --]--> S5 | S5 --]--> S5,
(?:E+CG)CA*,,,,,Línea 1090: ValueError: '?' inválido.
[KLCDGA],A C D G K L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --K--> S3 | S3 --L--> S4 | S4 --C--> S5 | S5 --D--> S6 | S6 --G--> S7 | S7 --A--> S8 | S8 --]--> S1,
(?:K?|E?A*C+|B*D+|C*K+),,,,,Línea 1092: ValueError: '?' inválido.
(?:(?:K*)E?J?H|A+EL+C*)J,,,,,Línea 1093: ValueError: '?' inválido.
BLF?J+,B F J L,S3,S0 S1 S2 S3 S4,S0 --B--> S1 | S1 --L--> S4 | S4 --F--> S2 | S4 --J--> S3 | S2 --J--> S3 | S3 --J--> S3,
[AECHID],A C D E H I [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --A--> S3 | S3 --E--> S4 | S4 --C--> S5 | S5 --H--> S6 | S6 --I--> S7 | S7 --D--> S8 | S8 --]--> S1,
[HAF],A F H [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --H--> S3 | S3 --A--> S4 | S4 --F--> S5 | S5 --]--> S1,
(?:(?:(?:I*F*)B?)C*)I*|HBB?,,,,,Línea 1097: ValueError: '?' inválido.
[JABLI]*,A B I J L [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --J--> S2 | S2 --A--> S3 | S3 --B--> S4 | S4 --L--> S5 | S5 --I--> S7 | S7 --]--> S6 | S6 --]--> S6,
(?:A+|H+B+G)C?J|A?,,,,,Línea 1099: ValueError: '?' inválido.
I?LJ|J+C|D?C*B?FG*|B?,B C D F G I J L,S11 S3 S4 S7 S8 S6,S0 S1 S10 S11 S2 S3 S4 S5 S6 S7 S8 S9,S11 --B--> S7 | S11 --C--> S9 | S11 --D--> S10 | S11 --F--> S8 | S11 --I--> S1 | S11 --J--> S5 | S11 --L--> S0 | S1 --L--> S0 | S0 --J--> S3 | S5 --C--> S4 | S5 --J--> S5 | S10 --B--> S2 | S10 --C--> S9 | S10 --F--> S8 | S9 --B--> S2 | S9 --C--> S9 | S9 --F--> S8 | S2 --F--> S8 | S7 --F--> S8 | S8 --G--> S6 | S6 --G--> S6,
G+JD+,D G J,S2,S0 S1 S2 S3,S0 --G--> S3 | S3 --G--> S3 | S3 --J--> S1 | S1 --D--> S2 | S2 --D--> S2,
(?:(?:GK*)G*|C*L?EI*D?),,,,,Línea 1102: ValueError: '?' inválido.
(?:F*|C?C|A?F?)GC|J*A*,,,,,Línea 1103: ValueError: '?' inválido.
[LCJ],C J L [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --L--> S3 | S3 --C--> S4 | S4 --J--> S5 | S5 --]--> S1,
