Regex,Alfabeto,Estados de aceptación,Estados,Transiciones,Error
D(K|F|E)*C,C D E F K,S1,S0 S1 S2 S3 S4 S5,S0 --D--> S2 | S2 --C--> S1 | S2 --E--> S3 | S2 --F--> S5 | S2 --K--> S4 | S4 --C--> S1 | S4 --E--> S3 | S4 --F--> S5 | S4 --K--> S4 | S5 --C--> S1 | S5 --E--> S3 | S5 --F--> S5 | S5 --K--> S4 | S3 --C--> S1 | S3 --E--> S3 | S3 --F--> S5 | S3 --K--> S4,
(H|G)*L((H|E|C|I)),C E G H I L,S2 S3 S1 S0,S0 S1 S2 S3 S4 S5 S6 S7,S5 --G--> S6 | S5 --H--> S5 | S5 --L--> S7 | S6 --G--> S6 | S6 --H--> S5 | S6 --L--> S7 | S4 --G--> S6 | S4 --H--> S5 | S4 --L--> S7 | S7 --C--> S1 | S7 --E--> S3 | S7 --H--> S2 | S7 --I--> S0,
(D|K|C)*B((H|J|C)),B C D H J K,S1 S2 S0,S0 S1 S2 S3 S4 S5 S6 S7,S6 --B--> S3 | S6 --C--> S5 | S6 --D--> S6 | S6 --K--> S7 | S7 --B--> S3 | S7 --C--> S5 | S7 --D--> S6 | S7 --K--> S7 | S5 --B--> S3 | S5 --C--> S5 | S5 --D--> S6 | S5 --K--> S7 | S4 --B--> S3 | S4 --C--> S5 | S4 --D--> S6 | S4 --K--> S7 | S3 --C--> S0 | S3 --H--> S1 | S3 --J--> S2,
I(D|K)*C,C D I K,S1,S0 S1 S2 S3 S4,S0 --I--> S2 | S2 --C--> S1 | S2 --D--> S3 | S2 --K--> S4 | S3 --C--> S1 | S3 --D--> S3 | S3 --K--> S4 | S4 --C--> S1 | S4 --D--> S3 | S4 --K--> S4,
(L|F|D|E)*LLF,D E F L,S4,S0 S1 S2 S3 S4 S5 S6,S5 --D--> S2 | S5 --E--> S1 | S5 --F--> S3 | S5 --L--> S6 | S6 --D--> S2 | S6 --E--> S1 | S6 --F--> S4 | S6 --L--> S6 | S3 --D--> S2 | S3 --E--> S1 | S3 --F--> S3 | S3 --L--> S5 | S4 --D--> S2 | S4 --E--> S1 | S4 --F--> S3 | S4 --L--> S5 | S2 --D--> S2 | S2 --E--> S1 | S2 --F--> S3 | S2 --L--> S5 | S1 --D--> S2 | S1 --E--> S1 | S1 --F--> S3 | S1 --L--> S5 | S0 --D--> S2 | S0 --E--> S1 | S0 --F--> S3 | S0 --L--> S5,
(F|B|D)+I,B D F I,S0,S0 S1 S2 S3 S4,S3 --B--> S4 | S3 --D--> S2 | S3 --F--> S3 | S3 --I--> S0 | S4 --B--> S4 | S4 --D--> S2 | S4 --F--> S3 | S4 --I--> S0 | S2 --B--> S4 | S2 --D--> S2 | S2 --F--> S3 | S2 --I--> S0 | S1 --B--> S4 | S1 --D--> S2 | S1 --F--> S3,
((I|F|H|K)*H)*,F H I K,S4 S1,S0 S1 S2 S3 S4,S2 --F--> S3 | S2 --H--> S4 | S2 --I--> S2 | S2 --K--> S0 | S3 --F--> S3 | S3 --H--> S4 | S3 --I--> S2 | S3 --K--> S0 | S4 --F--> S3 | S4 --H--> S4 | S4 --I--> S2 | S4 --K--> S0 | S0 --F--> S3 | S0 --H--> S4 | S0 --I--> S2 | S0 --K--> S0 | S1 --F--> S3 | S1 --H--> S4 | S1 --I--> S2 | S1 --K--> S0,
((F|C)*E((H|L|K|I)))*,C E F H I K L,S6 S7 S5 S4 S2,S0 S1 S2 S3 S4 S5 S6 S7,S0 --C--> S1 | S0 --E--> S3 | S0 --F--> S0 | S1 --C--> S1 | S1 --E--> S3 | S1 --F--> S0 | S6 --C--> S1 | S6 --E--> S3 | S6 --F--> S0 | S7 --C--> S1 | S7 --E--> S3 | S7 --F--> S0 | S5 --C--> S1 | S5 --E--> S3 | S5 --F--> S0 | S4 --C--> S1 | S4 --E--> S3 | S4 --F--> S0 | S2 --C--> S1 | S2 --E--> S3 | S2 --F--> S0 | S3 --H--> S6 | S3 --I--> S4 | S3 --K--> S5 | S3 --L--> S7,
(G|K)+K,G K,S3,S0 S1 S2 S3,S1 --G--> S1 | S1 --K--> S3 | S2 --G--> S1 | S2 --K--> S3 | S3 --G--> S1 | S3 --K--> S3 | S0 --G--> S1 | S0 --K--> S2,
(C|L|A)+E,A C E L,S0,S0 S1 S2 S3 S4,S3 --A--> S2 | S3 --C--> S3 | S3 --E--> S0 | S3 --L--> S4 | S4 --A--> S2 | S4 --C--> S3 | S4 --E--> S0 | S4 --L--> S4 | S2 --A--> S2 | S2 --C--> S3 | S2 --E--> S0 | S2 --L--> S4 | S1 --A--> S2 | S1 --C--> S3 | S1 --L--> S4,
E(H|J|E|K)*E,E H J K,S5,S0 S1 S2 S3 S4 S5,S0 --E--> S1 | S1 --E--> S5 | S1 --H--> S3 | S1 --J--> S4 | S1 --K--> S2 | S3 --E--> S5 | S3 --H--> S3 | S3 --J--> S4 | S3 --K--> S2 | S4 --E--> S5 | S4 --H--> S3 | S4 --J--> S4 | S4 --K--> S2 | S5 --E--> S5 | S5 --H--> S3 | S5 --J--> S4 | S5 --K--> S2 | S2 --E--> S5 | S2 --H--> S3 | S2 --J--> S4 | S2 --K--> S2,
((A|J|H|C)*F((H|K|E)))*,A C E F H J K,S7 S8 S6 S3,S0 S1 S2 S3 S4 S5 S6 S7 S8,S4 --A--> S4 | S4 --C--> S1 | S4 --F--> S0 | S4 --H--> S2 | S4 --J--> S5 | S5 --A--> S4 | S5 --C--> S1 | S5 --F--> S0 | S5 --H--> S2 | S5 --J--> S5 | S2 --A--> S4 | S2 --C--> S1 | S2 --F--> S0 | S2 --H--> S2 | S2 --J--> S5 | S1 --A--> S4 | S1 --C--> S1 | S1 --F--> S0 | S1 --H--> S2 | S1 --J--> S5 | S7 --A--> S4 | S7 --C--> S1 | S7 --F--> S0 | S7 --H--> S2 | S7 --J--> S5 | S8 --A--> S4 | S8 --C--> S1 | S8 --F--> S0 | S8 --H--> S2 | S8 --J--> S5 | S6 --A--> S4 | S6 --C--> S1 | S6 --F--> S0 | S6 --H--> S2 | S6 --J--> S5 | S3 --A--> S4 | S3 --C--> S1 | S3 --F--> S0 | S3 --H--> S2 | S3 --J--> S5 | S0 --E--> S6 | S0 --H--> S7 | S0 --K--> S8,
(F|L|C)*,C F L,S2 S3 S1 S0,S0 S1 S2 S3,S2 --C--> S1 | S2 --F--> S2 | S2 --L--> S3 | S3 --C--> S1 | S3 --F--> S2 | S3 --L--> S3 | S1 --C--> S1 | S1 --F--> S2 | S1 --L--> S3 | S0 --C--> S1 | S0 --F--> S2 | S0 --L--> S3,
(D|K|F)*EIB,B D E F I K,S0,S0 S1 S2 S3 S4 S5 S6,S5 --D--> S5 | S5 --E--> S1 | S5 --F--> S4 | S5 --K--> S6 | S6 --D--> S5 | S6 --E--> S1 | S6 --F--> S4 | S6 --K--> S6 | S4 --D--> S5 | S4 --E--> S1 | S4 --F--> S4 | S4 --K--> S6 | S3 --D--> S5 | S3 --E--> S1 | S3 --F--> S4 | S3 --K--> S6 | S1 --I--> S2 | S2 --B--> S0,
(K|G)*FHF,F G H K,S0,S0 S1 S2 S3 S4 S5,S4 --F--> S1 | S4 --G--> S5 | S4 --K--> S4 | S5 --F--> S1 | S5 --G--> S5 | S5 --K--> S4 | S3 --F--> S1 | S3 --G--> S5 | S3 --K--> S4 | S1 --H--> S2 | S2 --F--> S0,
(I|D|H|F)+C,C D F H I,S0,S0 S1 S2 S3 S4 S5,S4 --C--> S0 | S4 --D--> S5 | S4 --F--> S2 | S4 --H--> S3 | S4 --I--> S4 | S5 --C--> S0 | S5 --D--> S5 | S5 --F--> S2 | S5 --H--> S3 | S5 --I--> S4 | S3 --C--> S0 | S3 --D--> S5 | S3 --F--> S2 | S3 --H--> S3 | S3 --I--> S4 | S2 --C--> S0 | S2 --D--> S5 | S2 --F--> S2 | S2 --H--> S3 | S2 --I--> S4 | S1 --D--> S5 | S1 --F--> S2 | S1 --H--> S3 | S1 --I--> S4,
D(L|I|F)*I,D F I L,S4,S0 S1 S2 S3 S4,S0 --D--> S1 | S1 --F--> S2 | S1 --I--> S4 | S1 --L--> S3 | S3 --F--> S2 | S3 --I--> S4 | S3 --L--> S3 | S4 --F--> S2 | S4 --I--> S4 | S4 --L--> S3 | S2 --F--> S2 | S2 --I--> S4 | S2 --L--> S3,
(A|F|D)*,A D F,S2 S3 S1 S0,S0 S1 S2 S3,S2 --A--> S2 | S2 --D--> S1 | S2 --F--> S3 | S3 --A--> S2 | S3 --D--> S1 | S3 --F--> S3 | S1 --A--> S2 | S1 --D--> S1 | S1 --F--> S3 | S0 --A--> S2 | S0 --D--> S1 | S0 --F--> S3,
(J|D|C)*GLL,C D G J L,S0,S0 S1 S2 S3 S4 S5 S6,S5 --C--> S4 | S5 --D--> S6 | S5 --G--> S1 | S5 --J--> S5 | S6 --C--> S4 | S6 --D--> S6 | S6 --G--> S1 | S6 --J--> S5 | S4 --C--> S4 | S4 --D--> S6 | S4 --G--> S1 | S4 --J--> S5 | S3 --C--> S4 | S3 --D--> S6 | S3 --G--> S1 | S3 --J--> S5 | S1 --L--> S2 | S2 --L--> S0,
((B|K|I|J)*F)*,B F I J K,S2 S3,S0 S1 S2 S3 S4 S5,S4 --B--> S4 | S4 --F--> S2 | S4 --I--> S1 | S4 --J--> S0 | S4 --K--> S5 | S5 --B--> S4 | S5 --F--> S2 | S5 --I--> S1 | S5 --J--> S0 | S5 --K--> S5 | S1 --B--> S4 | S1 --F--> S2 | S1 --I--> S1 | S1 --J--> S0 | S1 --K--> S5 | S0 --B--> S4 | S0 --F--> S2 | S0 --I--> S1 | S0 --J--> S0 | S0 --K--> S5 | S2 --B--> S4 | S2 --F--> S2 | S2 --I--> S1 | S2 --J--> S0 | S2 --K--> S5 | S3 --B--> S4 | S3 --F--> S2 | S3 --I--> S1 | S3 --J--> S0 | S3 --K--> S5,
(I|H)*,H I,S1 S2 S0,S0 S1 S2,S1 --H--> S2 | S1 --I--> S1 | S2 --H--> S2 | S2 --I--> S1 | S0 --H--> S2 | S0 --I--> S1,
(J|C|F|D)*,C D F J,S3 S4 S2 S1 S0,S0 S1 S2 S3 S4,S3 --C--> S4 | S3 --D--> S1 | S3 --F--> S2 | S3 --J--> S3 | S4 --C--> S4 | S4 --D--> S1 | S4 --F--> S2 | S4 --J--> S3 | S2 --C--> S4 | S2 --D--> S1 | S2 --F--> S2 | S2 --J--> S3 | S1 --C--> S4 | S1 --D--> S1 | S1 --F--> S2 | S1 --J--> S3 | S0 --C--> S4 | S0 --D--> S1 | S0 --F--> S2 | S0 --J--> S3,
(A|I)*L((I|K)),A I K L,S0 S1,S0 S1 S2 S3 S4 S5,S4 --A--> S4 | S4 --I--> S5 | S4 --L--> S2 | S5 --A--> S4 | S5 --I--> S5 | S5 --L--> S2 | S3 --A--> S4 | S3 --I--> S5 | S3 --L--> S2 | S2 --I--> S0 | S2 --K--> S1,
((K|E|D)*L)*,D E K L,S3 S4,S0 S1 S2 S3 S4,S1 --D--> S0 | S1 --E--> S2 | S1 --K--> S1 | S1 --L--> S3 | S2 --D--> S0 | S2 --E--> S2 | S2 --K--> S1 | S2 --L--> S3 | S0 --D--> S0 | S0 --E--> S2 | S0 --K--> S1 | S0 --L--> S3 | S3 --D--> S0 | S3 --E--> S2 | S3 --K--> S1 | S3 --L--> S3 | S4 --D--> S0 | S4 --E--> S2 | S4 --K--> S1 | S4 --L--> S3,
((A|H)*G)*,A G H,S2 S3,S0 S1 S2 S3,S0 --A--> S0 | S0 --G--> S2 | S0 --H--> S1 | S1 --A--> S0 | S1 --G--> S2 | S1 --H--> S1 | S2 --A--> S0 | S2 --G--> S2 | S2 --H--> S1 | S3 --A--> S0 | S3 --G--> S2 | S3 --H--> S1,
(B|J|D)+K,B D J K,S0,S0 S1 S2 S3 S4,S3 --B--> S3 | S3 --D--> S2 | S3 --J--> S4 | S3 --K--> S0 | S4 --B--> S3 | S4 --D--> S2 | S4 --J--> S4 | S4 --K--> S0 | S2 --B--> S3 | S2 --D--> S2 | S2 --J--> S4 | S2 --K--> S0 | S1 --B--> S3 | S1 --D--> S2 | S1 --J--> S4,
(D|G|E)*EKJ,D E G J K,S0,S0 S1 S2 S3 S4 S5,S3 --D--> S3 | S3 --E--> S5 | S3 --G--> S4 | S4 --D--> S3 | S4 --E--> S5 | S4 --G--> S4 | S5 --D--> S3 | S5 --E--> S5 | S5 --G--> S4 | S5 --K--> S1 | S2 --D--> S3 | S2 --E--> S5 | S2 --G--> S4 | S1 --J--> S0,
(C|H|F)*GBE,B C E F G H,S0,S0 S1 S2 S3 S4 S5 S6,S5 --C--> S5 | S5 --F--> S4 | S5 --G--> S1 | S5 --H--> S6 | S6 --C--> S5 | S6 --F--> S4 | S6 --G--> S1 | S6 --H--> S6 | S4 --C--> S5 | S4 --F--> S4 | S4 --G--> S1 | S4 --H--> S6 | S3 --C--> S5 | S3 --F--> S4 | S3 --G--> S1 | S3 --H--> S6 | S1 --B--> S2 | S2 --E--> S0,
(A|K)*EJL,A E J K L,S0,S0 S1 S2 S3 S4 S5,S4 --A--> S4 | S4 --E--> S1 | S4 --K--> S5 | S5 --A--> S4 | S5 --E--> S1 | S5 --K--> S5 | S3 --A--> S4 | S3 --E--> S1 | S3 --K--> S5 | S1 --J--> S2 | S2 --L--> S0,
(F|K|C|L)+H,C F H K L,S0,S0 S1 S2 S3 S4 S5,S4 --C--> S3 | S4 --F--> S4 | S4 --H--> S0 | S4 --K--> S5 | S4 --L--> S2 | S5 --C--> S3 | S5 --F--> S4 | S5 --H--> S0 | S5 --K--> S5 | S5 --L--> S2 | S3 --C--> S3 | S3 --F--> S4 | S3 --H--> S0 | S3 --K--> S5 | S3 --L--> S2 | S2 --C--> S3 | S2 --F--> S4 | S2 --H--> S0 | S2 --K--> S5 | S2 --L--> S2 | S1 --C--> S3 | S1 --F--> S4 | S1 --K--> S5 | S1 --L--> S2,
((H|L|F)*K((H|K|I)))*,F H I K L,S6 S7 S5 S4,S0 S1 S2 S3 S4 S5 S6 S7,S2 --F--> S1 | S2 --H--> S2 | S2 --K--> S0 | S2 --L--> S3 | S3 --F--> S1 | S3 --H--> S2 | S3 --K--> S0 | S3 --L--> S3 | S1 --F--> S1 | S1 --H--> S2 | S1 --K--> S0 | S1 --L--> S3 | S6 --F--> S1 | S6 --H--> S2 | S6 --K--> S0 | S6 --L--> S3 | S7 --F--> S1 | S7 --H--> S2 | S7 --K--> S0 | S7 --L--> S3 | S5 --F--> S1 | S5 --H--> S2 | S5 --K--> S0 | S5 --L--> S3 | S4 --F--> S1 | S4 --H--> S2 | S4 --K--> S0 | S4 --L--> S3 | S0 --H--> S6 | S0 --I--> S5 | S0 --K--> S7,
(D|K)*IFF,D F I K,S0,S0 S1 S2 S3 S4 S5,S4 --D--> S4 | S4 --I--> S1 | S4 --K--> S5 | S5 --D--> S4 | S5 --I--> S1 | S5 --K--> S5 | S3 --D--> S4 | S3 --I--> S1 | S3 --K--> S5 | S1 --F--> S2 | S2 --F--> S0,
((B|D|K)*K((B|J)))*,B D J K,S5 S3 S2,S0 S1 S2 S3 S4 S5,S5 --B--> S0 | S5 --D--> S1 | S5 --K--> S4 | S0 --B--> S0 | S0 --D--> S1 | S0 --K--> S4 | S1 --B--> S0 | S1 --D--> S1 | S1 --K--> S4 | S4 --B--> S5 | S4 --D--> S1 | S4 --J--> S3 | S4 --K--> S4 | S3 --B--> S0 | S3 --D--> S1 | S3 --K--> S4 | S2 --B--> S0 | S2 --D--> S1 | S2 --K--> S4,
(J|E|H|A)*B,A B E H J,S0,S0 S1 S2 S3 S4 S5,S4 --A--> S2 | S4 --B--> S0 | S4 --E--> S5 | S4 --H--> S3 | S4 --J--> S4 | S5 --A--> S2 | S5 --B--> S0 | S5 --E--> S5 | S5 --H--> S3 | S5 --J--> S4 | S3 --A--> S2 | S3 --B--> S0 | S3 --E--> S5 | S3 --H--> S3 | S3 --J--> S4 | S2 --A--> S2 | S2 --B--> S0 | S2 --E--> S5 | S2 --H--> S3 | S2 --J--> S4 | S1 --A--> S2 | S1 --B--> S0 | S1 --E--> S5 | S1 --H--> S3 | S1 --J--> S4,
(I|B|J)*G,B G I J,S0,S0 S1 S2 S3 S4,S3 --B--> S4 | S3 --G--> S0 | S3 --I--> S3 | S3 --J--> S2 | S4 --B--> S4 | S4 --G--> S0 | S4 --I--> S3 | S4 --J--> S2 | S2 --B--> S4 | S2 --G--> S0 | S2 --I--> S3 | S2 --J--> S2 | S1 --B--> S4 | S1 --G--> S0 | S1 --I--> S3 | S1 --J--> S2,
J(K|A|H)*K,A H J K,S4,S0 S1 S2 S3 S4,S0 --J--> S1 | S1 --A--> S3 | S1 --H--> S2 | S1 --K--> S4 | S4 --A--> S3 | S4 --H--> S2 | S4 --K--> S4 | S3 --A--> S3 | S3 --H--> S2 | S3 --K--> S4 | S2 --A--> S3 | S2 --H--> S2 | S2 --K--> S4,
(G|D|J|B)*,B D G J,S3 S4 S2 S1 S0,S0 S1 S2 S3 S4,S3 --B--> S1 | S3 --D--> S4 | S3 --G--> S3 | S3 --J--> S2 | S4 --B--> S1 | S4 --D--> S4 | S4 --G--> S3 | S4 --J--> S2 | S2 --B--> S1 | S2 --D--> S4 | S2 --G--> S3 | S2 --J--> S2 | S1 --B--> S1 | S1 --D--> S4 | S1 --G--> S3 | S1 --J--> S2 | S0 --B--> S1 | S0 --D--> S4 | S0 --G--> S3 | S0 --J--> S2,
((K|I)*F)*,F I K,S2 S3,S0 S1 S2 S3,S0 --F--> S2 | S0 --I--> S1 | S0 --K--> S0 | S1 --F--> S2 | S1 --I--> S1 | S1 --K--> S0 | S2 --F--> S2 | S2 --I--> S1 | S2 --K--> S0 | S3 --F--> S2 | S3 --I--> S1 | S3 --K--> S0,
E(C|G)*I,C E G I,S1,S0 S1 S2 S3 S4,S0 --E--> S2 | S2 --C--> S3 | S2 --G--> S4 | S2 --I--> S1 | S3 --C--> S3 | S3 --G--> S4 | S3 --I--> S1 | S4 --C--> S3 | S4 --G--> S4 | S4 --I--> S1,
(J|D|F|I)+G,D F G I J,S0,S0 S1 S2 S3 S4 S5,S4 --D--> S5 | S4 --F--> S3 | S4 --G--> S0 | S4 --I--> S2 | S4 --J--> S4 | S5 --D--> S5 | S5 --F--> S3 | S5 --G--> S0 | S5 --I--> S2 | S5 --J--> S4 | S3 --D--> S5 | S3 --F--> S3 | S3 --G--> S0 | S3 --I--> S2 | S3 --J--> S4 | S2 --D--> S5 | S2 --F--> S3 | S2 --G--> S0 | S2 --I--> S2 | S2 --J--> S4 | S1 --D--> S5 | S1 --F--> S3 | S1 --I--> S2 | S1 --J--> S4,
(B|J|A|G)*HBJ,A B G H J,S0,S0 S1 S2 S3 S4 S5 S6 S7,S6 --A--> S5 | S6 --B--> S6 | S6 --G--> S4 | S6 --H--> S1 | S6 --J--> S7 | S7 --A--> S5 | S7 --B--> S6 | S7 --G--> S4 | S7 --H--> S1 | S7 --J--> S7 | S5 --A--> S5 | S5 --B--> S6 | S5 --G--> S4 | S5 --H--> S1 | S5 --J--> S7 | S4 --A--> S5 | S4 --B--> S6 | S4 --G--> S4 | S4 --H--> S1 | S4 --J--> S7 | S3 --A--> S5 | S3 --B--> S6 | S3 --G--> S4 | S3 --H--> S1 | S3 --J--> S7 | S1 --B--> S2 | S2 --J--> S0,
((A|B|H)*E((J|I|B)))*,A B E H I J,S6 S7 S5 S4,S0 S1 S2 S3 S4 S5 S6 S7,S2 --A--> S2 | S2 --B--> S3 | S2 --E--> S0 | S2 --H--> S1 | S3 --A--> S2 | S3 --B--> S3 | S3 --E--> S0 | S3 --H--> S1 | S1 --A--> S2 | S1 --B--> S3 | S1 --E--> S0 | S1 --H--> S1 | S6 --A--> S2 | S6 --B--> S3 | S6 --E--> S0 | S6 --H--> S1 | S7 --A--> S2 | S7 --B--> S3 | S7 --E--> S0 | S7 --H--> S1 | S5 --A--> S2 | S5 --B--> S3 | S5 --E--> S0 | S5 --H--> S1 | S4 --A--> S2 | S4 --B--> S3 | S4 --E--> S0 | S4 --H--> S1 | S0 --B--> S5 | S0 --I--> S7 | S0 --J--> S6,
(C|B)+L,B C L,S0,S0 S1 S2 S3,S2 --B--> S3 | S2 --C--> S2 | S2 --L--> S0 | S3 --B--> S3 | S3 --C--> S2 | S3 --L--> S0 | S1 --B--> S3 | S1 --C--> S2,
((C|G|B|I)*K((H|F|J)))*,B C F G H I J K,S7 S8 S6 S3,S0 S1 S2 S3 S4 S5 S6 S7 S8,S4 --B--> S2 | S4 --C--> S4 | S4 --G--> S5 | S4 --I--> S1 | S4 --K--> S0 | S5 --B--> S2 | S5 --C--> S4 | S5 --G--> S5 | S5 --I--> S1 | S5 --K--> S0 | S2 --B--> S2 | S2 --C--> S4 | S2 --G--> S5 | S2 --I--> S1 | S2 --K--> S0 | S1 --B--> S2 | S1 --C--> S4 | S1 --G--> S5 | S1 --I--> S1 | S1 --K--> S0 | S7 --B--> S2 | S7 --C--> S4 | S7 --G--> S5 | S7 --I--> S1 | S7 --K--> S0 | S8 --B--> S2 | S8 --C--> S4 | S8 --G--> S5 | S8 --I--> S1 | S8 --K--> S0 | S6 --B--> S2 | S6 --C--> S4 | S6 --G--> S5 | S6 --I--> S1 | S6 --K--> S0 | S3 --B--> S2 | S3 --C--> S4 | S3 --G--> S5 | S3 --I--> S1 | S3 --K--> S0 | S0 --F--> S8 | S0 --H--> S7 | S0 --J--> S6,
K(L|A|I)*E,A E I K L,S1,S0 S1 S2 S3 S4 S5,S0 --K--> S2 | S2 --A--> S5 | S2 --E--> S1 | S2 --I--> S3 | S2 --L--> S4 | S4 --A--> S5 | S4 --E--> S1 | S4 --I--> S3 | S4 --L--> S4 | S5 --A--> S5 | S5 --E--> S1 | S5 --I--> S3 | S5 --L--> S4 | S3 --A--> S5 | S3 --E--> S1 | S3 --I--> S3 | S3 --L--> S4,
F(J|L|A|K)*F,A F J K L,S1,S0 S1 S2 S3 S4 S5 S6,S0 --F--> S2 | S2 --A--> S4 | S2 --F--> S1 | S2 --J--> S5 | S2 --K--> S3 | S2 --L--> S6 | S5 --A--> S4 | S5 --F--> S1 | S5 --J--> S5 | S5 --K--> S3 | S5 --L--> S6 | S6 --A--> S4 | S6 --F--> S1 | S6 --J--> S5 | S6 --K--> S3 | S6 --L--> S6 | S4 --A--> S4 | S4 --F--> S1 | S4 --J--> S5 | S4 --K--> S3 | S4 --L--> S6 | S3 --A--> S4 | S3 --F--> S1 | S3 --J--> S5 | S3 --K--> S3 | S3 --L--> S6,
(H|A|D)*,A D H,S2 S3 S1 S0,S0 S1 S2 S3,S2 --A--> S3 | S2 --D--> S1 | S2 --H--> S2 | S3 --A--> S3 | S3 --D--> S1 | S3 --H--> S2 | S1 --A--> S3 | S1 --D--> S1 | S1 --H--> S2 | S0 --A--> S3 | S0 --D--> S1 | S0 --H--> S2,
((A|I|H|J)*B((I|F|C)))*,A B C F H I J,S7 S8 S6 S3,S0 S1 S2 S3 S4 S5 S6 S7 S8,S4 --A--> S4 | S4 --B--> S0 | S4 --H--> S2 | S4 --I--> S5 | S4 --J--> S1 | S5 --A--> S4 | S5 --B--> S0 | S5 --H--> S2 | S5 --I--> S5 | S5 --J--> S1 | S2 --A--> S4 | S2 --B--> S0 | S2 --H--> S2 | S2 --I--> S5 | S2 --J--> S1 | S1 --A--> S4 | S1 --B--> S0 | S1 --H--> S2 | S1 --I--> S5 | S1 --J--> S1 | S7 --A--> S4 | S7 --B--> S0 | S7 --H--> S2 | S7 --I--> S5 | S7 --J--> S1 | S8 --A--> S4 | S8 --B--> S0 | S8 --H--> S2 | S8 --I--> S5 | S8 --J--> S1 | S6 --A--> S4 | S6 --B--> S0 | S6 --H--> S2 | S6 --I--> S5 | S6 --J--> S1 | S3 --A--> S4 | S3 --B--> S0 | S3 --H--> S2 | S3 --I--> S5 | S3 --J--> S1 | S0 --C--> S6 | S0 --F--> S8 | S0 --I--> S7,
(I|L)*I((K|C|L)),C I K L,S4 S0 S1,S0 S1 S2 S3 S4 S5,S5 --C--> S1 | S5 --I--> S5 | S5 --K--> S0 | S5 --L--> S4 | S3 --I--> S5 | S3 --L--> S3 | S4 --I--> S5 | S4 --L--> S3 | S2 --I--> S5 | S2 --L--> S3,
((I|A)*K((H|F|J)))*,A F H I J K,S5 S6 S4 S3,S0 S1 S2 S3 S4 S5 S6,S1 --A--> S2 | S1 --I--> S1 | S1 --K--> S0 | S2 --A--> S2 | S2 --I--> S1 | S2 --K--> S0 | S5 --A--> S2 | S5 --I--> S1 | S5 --K--> S0 | S6 --A--> S2 | S6 --I--> S1 | S6 --K--> S0 | S4 --A--> S2 | S4 --I--> S1 | S4 --K--> S0 | S3 --A--> S2 | S3 --I--> S1 | S3 --K--> S0 | S0 --F--> S6 | S0 --H--> S5 | S0 --J--> S4,
((G|I|D|A)*K((G|K|L)))*,A D G I K L,S7 S8 S6 S3,S0 S1 S2 S3 S4 S5 S6 S7 S8,S4 --A--> S1 | S4 --D--> S2 | S4 --G--> S4 | S4 --I--> S5 | S4 --K--> S0 | S5 --A--> S1 | S5 --D--> S2 | S5 --G--> S4 | S5 --I--> S5 | S5 --K--> S0 | S2 --A--> S1 | S2 --D--> S2 | S2 --G--> S4 | S2 --I--> S5 | S2 --K--> S0 | S1 --A--> S1 | S1 --D--> S2 | S1 --G--> S4 | S1 --I--> S5 | S1 --K--> S0 | S7 --A--> S1 | S7 --D--> S2 | S7 --G--> S4 | S7 --I--> S5 | S7 --K--> S0 | S8 --A--> S1 | S8 --D--> S2 | S8 --G--> S4 | S8 --I--> S5 | S8 --K--> S0 | S6 --A--> S1 | S6 --D--> S2 | S6 --G--> S4 | S6 --I--> S5 | S6 --K--> S0 | S3 --A--> S1 | S3 --D--> S2 | S3 --G--> S4 | S3 --I--> S5 | S3 --K--> S0 | S0 --G--> S7 | S0 --K--> S8 | S0 --L--> S6,
(G|A|I|F)*IIH,A F G H I,S0,S0 S1 S2 S3 S4 S5 S6,S3 --A--> S4 | S3 --F--> S2 | S3 --G--> S3 | S3 --I--> S5 | S4 --A--> S4 | S4 --F--> S2 | S4 --G--> S3 | S4 --I--> S5 | S5 --A--> S4 | S5 --F--> S2 | S5 --G--> S3 | S5 --I--> S6 | S6 --A--> S4 | S6 --F--> S2 | S6 --G--> S3 | S6 --H--> S0 | S6 --I--> S6 | S2 --A--> S4 | S2 --F--> S2 | S2 --G--> S3 | S2 --I--> S5 | S1 --A--> S4 | S1 --F--> S2 | S1 --G--> S3 | S1 --I--> S5,
(F|H|K)*L,F H K L,S0,S0 S1 S2 S3 S4,S3 --F--> S3 | S3 --H--> S4 | S3 --K--> S2 | S3 --L--> S0 | S4 --F--> S3 | S4 --H--> S4 | S4 --K--> S2 | S4 --L--> S0 | S2 --F--> S3 | S2 --H--> S4 | S2 --K--> S2 | S2 --L--> S0 | S1 --F--> S3 | S1 --H--> S4 | S1 --K--> S2 | S1 --L--> S0,
(F|H|B|C)*,B C F H,S3 S4 S2 S1 S0,S0 S1 S2 S3 S4,S3 --B--> S2 | S3 --C--> S1 | S3 --F--> S3 | S3 --H--> S4 | S4 --B--> S2 | S4 --C--> S1 | S4 --F--> S3 | S4 --H--> S4 | S2 --B--> S2 | S2 --C--> S1 | S2 --F--> S3 | S2 --H--> S4 | S1 --B--> S2 | S1 --C--> S1 | S1 --F--> S3 | S1 --H--> S4 | S0 --B--> S2 | S0 --C--> S1 | S0 --F--> S3 | S0 --H--> S4,
